
Attaching file multidimfit.root as _file0...
(TFile *) 0x21dc890

  RooFitResult: minimized FCN value: -85.0866, estimated distance to minimum: 1.11356e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    1.6980e-01 +/-  7.12e-02
                   Afb    6.1215e-01 +/-  2.80e-02
               BTAGCOR    2.0055e-01 +/-  1.23e+00
           BTAGLIGHT16   -1.7816e-02 +/-  1.02e+00
           BTAGLIGHT17    3.8424e-02 +/-  9.88e-01
           BTAGLIGHT18   -2.7199e-01 +/-  8.76e-01
           BTAGUNCOR16   -1.5728e-03 +/-  9.81e-01
           BTAGUNCOR17    7.4623e-03 +/-  9.98e-01
           BTAGUNCOR18   -1.9234e-01 +/-  1.28e+00
                 FAC16    1.8778e-01 +/-  1.02e+00
               FAC1718   -2.4153e-01 +/-  8.75e-01
              METHEM18    3.4070e-02 +/-  8.94e-01
              METJEC16   -1.2042e-03 +/-  1.01e+00
              METJEC17    2.1032e-02 +/-  9.73e-01
              METJEC18    7.2641e-03 +/-  9.06e-01
                    Pu    2.0006e-02 +/-  8.97e-01
               REFAC16   -3.8488e-01 +/-  8.21e-01
             REFAC1718    1.0371e-01 +/-  9.13e-01
              RENORM16   -4.5544e-01 +/-  9.00e-01
            RENORM1718    3.6278e-01 +/-  9.22e-01
              alphaS16   -7.5516e-02 +/-  9.12e-01
            alphaS1718   -1.8366e-12 +/-  9.94e-01
               db_xsec   -3.6785e-02 +/-  9.91e-01
               dy_xsec    1.2181e+00 +/-  9.24e-01
             elFakes16   -7.2163e-01 +/-  7.87e-01
             elFakes17   -9.4780e-01 +/-  7.50e-01
             elFakes18   -1.4447e+00 +/-  6.79e-01
      elHLTBARPTHIGH16    1.1459e-01 +/-  8.39e-01
      elHLTBARPTHIGH17   -8.6818e-03 +/-  1.00e+00
      elHLTBARPTHIGH18    1.0843e-01 +/-  9.14e-01
       elHLTBARPTLOW16    8.7760e-02 +/-  9.92e-01
       elHLTBARPTLOW17   -1.4224e-03 +/-  9.92e-01
       elHLTBARPTLOW18    6.7305e-02 +/-  9.93e-01
      elHLTENDPTHIGH16    3.3271e-02 +/-  9.50e-01
      elHLTENDPTHIGH17   -6.5081e-02 +/-  1.04e+00
      elHLTENDPTHIGH18    3.5292e-02 +/-  1.02e+00
       elHLTENDPTLOW16    8.4949e-04 +/-  9.94e-01
       elHLTENDPTLOW17   -4.0897e-02 +/-  9.96e-01
       elHLTENDPTLOW18    4.5821e-03 +/-  9.96e-01
         elIDBARPTHIGH    1.3855e+00 +/-  5.78e-01
          elIDBARPTLOW    1.0976e-02 +/-  9.94e-01
         elIDENDPTHIGH    3.9570e-01 +/-  4.04e-01
          elIDENDPTLOW   -2.4606e-01 +/-  9.89e-01
       elRECOBARPTHIGH    2.8176e-01 +/-  9.80e-01
