
Attaching file multidimfit.ee_u_2016.root as _file0...
(TFile *) 0x3782590

  RooFitResult: minimized FCN value: -2.29426e-05, estimated distance to minimum: 6.3171e-06
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    8.7777e-02 +/-  1.26e-01
                    A4    1.6778e+00 +/-  1.69e-01
                 FAC16   -3.5371e-02 +/-  1.03e+00
        MCStatBin10y16   -8.0727e-01 +/-  9.61e-01
        MCStatBin11y16   -1.2918e-01 +/-  9.63e-01
        MCStatBin15y16    1.1069e-01 +/-  9.66e-01
        MCStatBin16y16    2.9434e-01 +/-  9.62e-01
        MCStatBin17y16    1.3400e-01 +/-  9.71e-01
         MCStatBin1y16    4.2257e-02 +/-  9.91e-01
        MCStatBin21y16    1.1261e-02 +/-  9.98e-01
        MCStatBin22y16   -5.1774e-02 +/-  9.93e-01
        MCStatBin23y16    2.4740e-01 +/-  9.88e-01
        MCStatBin24y16   -1.2324e-02 +/-  9.92e-01
        MCStatBin29y16   -1.6977e-01 +/-  9.95e-01
         MCStatBin2y16    5.9845e-01 +/-  9.61e-01
        MCStatBin30y16    1.8651e-01 +/-  9.87e-01
        MCStatBin31y16   -1.2976e-01 +/-  9.93e-01
        MCStatBin35y16    6.1170e-02 +/-  9.89e-01
        MCStatBin36y16   -3.6031e-02 +/-  9.88e-01
        MCStatBin37y16    1.8765e-01 +/-  9.89e-01
         MCStatBin3y16   -1.9495e-01 +/-  9.60e-01
        MCStatBin41y16    8.2782e-02 +/-  9.96e-01
        MCStatBin42y16   -4.4640e-02 +/-  9.96e-01
        MCStatBin43y16    6.8973e-02 +/-  9.94e-01
        MCStatBin44y16    2.1001e-02 +/-  9.95e-01
        MCStatBin49y16   -9.3705e-02 +/-  9.97e-01
         MCStatBin4y16    2.2413e-01 +/-  9.63e-01
        MCStatBin50y16   -2.4869e-01 +/-  1.00e+00
        MCStatBin51y16   -1.7481e-01 +/-  9.98e-01
        MCStatBin55y16   -5.8152e-02 +/-  9.93e-01
        MCStatBin56y16   -4.7510e-02 +/-  9.95e-01
        MCStatBin57y16   -1.0821e-01 +/-  9.97e-01
         MCStatBin9y16   -1.7658e-01 +/-  9.73e-01
                    Pu    3.8520e-01 +/-  9.89e-01
               REFAC16    1.6247e-01 +/-  9.08e-01
              RENORM16    1.6210e-01 +/-  9.41e-01
              alphaS16   -2.8832e-02 +/-  1.02e+00
               db_xsec   -6.4418e-02 +/-  9.98e-01
               dy_xsec    9.8686e-02 +/-  9.61e-01
             elFakes16    1.4614e-01 +/-  8.90e-01
          elHLTBARPT16   -8.3158e-02 +/-  9.62e-01
          elHLTENDPT16    1.9560e-01 +/-  8.62e-01
             elIDBARPT   -3.0691e-01 +/-  8.28e-01
             elIDENDPT    3.1565e-01 +/-  6.52e-01
           elRECOBARPT   -5.3088e-02 +/-  9.91e-01
           elRECOENDPT    3.3311e-02 +/-  9.92e-01
         elScaleGain16   -3.0989e-01 +/-  7.34e-01
         elScaleStat16    0.0000e+00 +/-  1.00e+00
           elScaleSyst    1.4920e-01 +/-  1.17e+00
               elSmear    1.1715e-02 +/-  1.05e+00
         elfakesrw1b16   -1.3917e-01 +/-  8.76e-01
         elfakesrw2b16   -2.5918e-02 +/-  9.96e-01
         elfakesrw3b16    3.0859e-01 +/-  9.65e-01
         elfakesrw4b16    1.5036e-01 +/-  9.92e-01
         emucostrw1b16   -1.8292e-01 +/-  9.28e-01
         emucostrw2b16    1.4003e-01 +/-  9.91e-01
         emucostrw3b16   -1.5088e-01 +/-  9.96e-01
         emucostrw4b16    2.7819e-02 +/-  9.99e-01
              gam_xsec    7.3607e-04 +/-  1.00e+00
                lumi16    4.5220e-02 +/-  9.65e-01
                lumiDB    8.4255e-03 +/-  9.99e-01
                lumiGS    8.4255e-03 +/-  9.99e-01
                lumiXY    1.8838e-02 +/-  9.94e-01
               nlo_sys    1.4599e-02 +/-  1.00e+00
                  pdf1    1.3210e-02 +/-  9.94e-01
                 pdf10    1.1619e-02 +/-  9.99e-01
