
Attaching file multidimfit.root as _file0...
(TFile *) 0x2ea87c0

  RooFitResult: minimized FCN value: -0.455614, estimated distance to minimum: 1.44349e-09
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    3.8172e-02 +/-  5.48e-02
                    A4    1.6093e+00 +/-  7.15e-02
                 FAC16    7.5082e-02 +/-  9.19e-01
               FAC1718   -2.8159e-02 +/-  9.26e-01
                    Pu    4.7993e-02 +/-  9.24e-01
               REFAC16    8.2411e-02 +/-  7.81e-01
             REFAC1718   -3.7407e-02 +/-  8.45e-01
              RENORM16    1.4417e-02 +/-  8.54e-01
            RENORM1718   -1.7720e-02 +/-  9.61e-01
              alphaS16    1.9309e-03 +/-  1.01e+00
            alphaS1718    7.2376e-13 +/-  9.94e-01
               db_xsec   -5.3623e-04 +/-  9.89e-01
               dy_xsec    1.6057e-02 +/-  8.39e-01
         emucostrw1b16   -4.6977e-02 +/-  6.93e-01
       emucostrw1b1718   -2.0029e-02 +/-  6.52e-01
         emucostrw2b16   -1.2663e-02 +/-  9.67e-01
       emucostrw2b1718   -4.6862e-03 +/-  9.76e-01
         emucostrw3b16   -7.5951e-03 +/-  9.85e-01
       emucostrw3b1718    1.0314e-02 +/-  9.85e-01
         emucostrw4b16   -9.5009e-03 +/-  9.89e-01
       emucostrw4b1718    1.5178e-02 +/-  9.89e-01
              gam_xsec    4.1012e-03 +/-  9.94e-01
                lumi16    1.0610e-02 +/-  9.27e-01
                lumi17   -3.2306e-02 +/-  8.39e-01
                lumi18    1.5833e-02 +/-  9.02e-01
                lumiBC   -2.7619e-03 +/-  9.93e-01
                lumiDB   -4.5663e-03 +/-  9.87e-01
                lumiGS    3.1566e-04 +/-  9.92e-01
                lumiLS   -2.7619e-03 +/-  9.93e-01
                lumiXY    1.0811e-02 +/-  9.01e-01
             muFakes16   -4.2765e-03 +/-  9.93e-01
             muFakes17    3.1732e-03 +/-  9.57e-01
             muFakes18    1.5581e-02 +/-  9.92e-01
            muHLTBAR16    4.3393e-03 +/-  9.94e-01
            muHLTBAR17   -8.5422e-04 +/-  9.94e-01
            muHLTBAR18    4.7546e-03 +/-  9.93e-01
            muHLTEND16    3.3983e-02 +/-  9.84e-01
            muHLTEND17   -6.6594e-04 +/-  9.92e-01
            muHLTEND18    1.0569e-03 +/-  9.92e-01
             muIDBAR16   -1.4446e-02 +/-  9.38e-01
             muIDBAR17   -8.4305e-03 +/-  9.36e-01
             muIDBAR18    6.3244e-03 +/-  9.83e-01
             muIDEND16    7.5510e-02 +/-  9.16e-01
             muIDEND17   -1.1623e-02 +/-  9.73e-01
             muIDEND18   -4.4539e-03 +/-  9.91e-01
               muIDSYS    5.9486e-02 +/-  9.07e-01
            muISOBAR16   -3.9336e-03 +/-  9.91e-01
            muISOBAR17   -1.8506e-03 +/-  9.93e-01
            muISOBAR18    3.0488e-03 +/-  9.93e-01
            muISOEND16    1.4569e-02 +/-  9.91e-01
            muISOEND17   -4.4630e-04 +/-  9.94e-01
            muISOEND18   -2.7668e-03 +/-  9.94e-01
              muISOSYS    1.1357e-02 +/-  9.90e-01
              muPref16   -7.0449e-03 +/-  9.92e-01
            muPref1718    1.4568e-03 +/-  9.94e-01
                muRC16   -1.4297e-02 +/-  7.53e-01
                muRC17    1.0818e-02 +/-  8.56e-01
                muRC18    6.3220e-02 +/-  8.94e-01
         mufakesrw1b16   -3.2902e-03 +/-  9.96e-01
         mufakesrw1b17    4.2331e-03 +/-  9.78e-01
         mufakesrw1b18    2.6998e-03 +/-  9.91e-01
         mufakesrw2b16   -1.0559e-04 +/-  9.94e-01
         mufakesrw2b17    2.9302e-04 +/-  9.93e-01
         mufakesrw2b18    5.4887e-03 +/-  9.93e-01
         mufakesrw3b16   -7.7289e-04 +/-  9.94e-01
         mufakesrw3b17   -4.3389e-03 +/-  9.94e-01
         mufakesrw3b18    2.9757e-03 +/-  9.94e-01
         mufakesrw4b16    7.2376e-13 +/-  9.94e-01
         mufakesrw4b17   -6.0404e-04 +/-  9.94e-01
         mufakesrw4b18    2.7707e-03 +/-  9.94e-01
               nlo_sys    4.2909e-05 +/-  9.94e-01
                  pdf1    1.2410e-02 +/-  9.92e-01
                 pdf10    8.5036e-03 +/-  9.94e-01
                 pdf11   -1.2246e-02 +/-  9.94e-01
                 pdf12   -3.7431e-03 +/-  9.96e-01
                 pdf13    2.7531e-03 +/-  9.93e-01
                 pdf14    1.6065e-02 +/-  9.94e-01
                 pdf15    3.5903e-03 +/-  1.00e+00
                 pdf16    3.6758e-03 +/-  9.94e-01
                 pdf17   -8.4101e-03 +/-  9.97e-01
                 pdf18   -6.7023e-04 +/-  9.95e-01
                 pdf19   -1.8713e-03 +/-  9.94e-01
                  pdf2   -3.8226e-03 +/-  9.92e-01
                 pdf20   -1.2248e-02 +/-  1.00e+00
                 pdf21   -1.2476e-03 +/-  9.93e-01
                 pdf22   -1.3922e-02 +/-  1.00e+00
                 pdf23    8.8730e-03 +/-  9.95e-01
                 pdf24   -5.5737e-03 +/-  9.93e-01
                 pdf25    1.6852e-03 +/-  9.93e-01
                 pdf26    1.1869e-02 +/-  9.93e-01
                 pdf27   -1.5816e-02 +/-  9.94e-01
                 pdf28    4.8956e-03 +/-  9.91e-01
                 pdf29    1.9871e-04 +/-  9.96e-01
