
Attaching file multidimfit.root as _file0...
(TFile *) 0x39ea250

  RooFitResult: minimized FCN value: -17.6129, estimated distance to minimum: 1.04278e-08
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    3.6715e-02 +/-  5.29e-02
                    A4    1.6074e+00 +/-  6.40e-02
               BTAGCOR    2.7397e-03 +/-  1.00e+00
           BTAGLIGHT16   -7.5850e-04 +/-  9.94e-01
           BTAGLIGHT17    2.3881e-03 +/-  9.92e-01
           BTAGLIGHT18   -3.5274e-03 +/-  9.80e-01
           BTAGUNCOR16    1.7860e-03 +/-  9.94e-01
           BTAGUNCOR17   -1.2611e-03 +/-  9.99e-01
           BTAGUNCOR18    2.6447e-05 +/-  9.99e-01
                 FAC16    2.7168e-02 +/-  9.64e-01
               FAC1718    4.3594e-02 +/-  8.51e-01
              METHEM18   -1.1518e-02 +/-  9.64e-01
              METJEC16    3.7735e-02 +/-  1.01e+00
              METJEC17    4.9230e-03 +/-  1.02e+00
              METJEC18   -2.6959e-02 +/-  1.00e+00
                    Pu    7.8403e-03 +/-  8.76e-01
               REFAC16   -3.8527e-02 +/-  7.95e-01
             REFAC1718    5.0353e-02 +/-  8.44e-01
              RENORM16   -6.7178e-02 +/-  8.80e-01
            RENORM1718   -1.1773e-03 +/-  9.46e-01
              alphaS16    3.2542e-03 +/-  1.01e+00
            alphaS1718   -2.5913e-11 +/-  9.94e-01
               db_xsec   -2.3914e-02 +/-  9.89e-01
               dy_xsec   -2.4478e-02 +/-  8.45e-01
         emucostrw1b16   -1.3823e-03 +/-  7.86e-01
       emucostrw1b1718   -3.1804e-02 +/-  7.39e-01
         emucostrw2b16   -1.8022e-02 +/-  9.82e-01
       emucostrw2b1718   -4.3452e-03 +/-  9.85e-01
         emucostrw3b16   -4.0720e-03 +/-  9.91e-01
       emucostrw3b1718    6.4264e-03 +/-  9.91e-01
         emucostrw4b16   -4.0759e-03 +/-  9.93e-01
       emucostrw4b1718    1.2052e-02 +/-  9.93e-01
              gam_xsec    9.4777e-03 +/-  9.93e-01
                lumi16   -3.4542e-03 +/-  9.30e-01
                lumi17   -3.1580e-02 +/-  8.48e-01
                lumi18    8.8202e-03 +/-  9.09e-01
                lumiBC   -3.5934e-03 +/-  9.93e-01
                lumiDB   -6.9999e-03 +/-  9.87e-01
                lumiGS   -2.2276e-03 +/-  9.92e-01
                lumiLS   -3.5934e-03 +/-  9.93e-01
                lumiXY   -3.9791e-03 +/-  9.08e-01
             muFakes16   -4.9882e-03 +/-  9.85e-01
             muFakes17   -1.0422e-02 +/-  9.60e-01
             muFakes18    1.8209e-02 +/-  9.85e-01
            muHLTBAR16    2.5549e-03 +/-  9.94e-01
            muHLTBAR17    6.8140e-05 +/-  9.94e-01
            muHLTBAR18    2.7857e-03 +/-  9.93e-01
            muHLTEND16    2.5377e-02 +/-  9.86e-01
            muHLTEND17   -8.5108e-05 +/-  9.92e-01
            muHLTEND18    2.7578e-04 +/-  9.93e-01
             muIDBAR16   -2.5499e-02 +/-  9.36e-01
             muIDBAR17   -3.4743e-03 +/-  9.40e-01
             muIDBAR18    4.3759e-03 +/-  9.84e-01
             muIDEND16    5.9273e-02 +/-  9.30e-01
             muIDEND17   -1.4505e-02 +/-  9.75e-01
             muIDEND18   -4.6171e-03 +/-  9.92e-01
               muIDSYS    4.0191e-02 +/-  9.21e-01
            muISOBAR16   -6.6306e-03 +/-  9.91e-01
            muISOBAR17   -9.2723e-04 +/-  9.93e-01
            muISOBAR18    2.3716e-03 +/-  9.93e-01
            muISOEND16    1.1330e-02 +/-  9.91e-01
            muISOEND17   -1.3155e-03 +/-  9.94e-01
            muISOEND18   -2.7928e-03 +/-  9.94e-01
              muISOSYS    7.2225e-03 +/-  9.91e-01
                muRC16    3.7701e-02 +/-  1.02e+00
                muRC17    7.6155e-02 +/-  7.31e-01
                muRC18    3.3737e-02 +/-  8.48e-01
