
Attaching file multidimfit.root as _file0...
(TFile *) 0x3f27c50

  RooFitResult: minimized FCN value: -81.5386, estimated distance to minimum: 7.08828e-07
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    2.1199e-01 +/-  7.19e-02
                   Afb    6.1921e-01 +/-  2.83e-02
               BTAGCOR    9.3470e-02 +/-  1.64e+00
           BTAGLIGHT16   -1.6277e-02 +/-  1.02e+00
           BTAGLIGHT17    5.0920e-02 +/-  9.82e-01
           BTAGLIGHT18   -1.2884e-01 +/-  1.25e+00
           BTAGUNCOR16   -1.4366e-03 +/-  9.80e-01
           BTAGUNCOR17    9.7054e-03 +/-  9.97e-01
           BTAGUNCOR18    1.6435e-02 +/-  2.16e+00
                 FAC16    1.9558e-01 +/-  1.02e+00
               FAC1718   -2.1102e-01 +/-  8.83e-01
              METHEM18    3.9456e-02 +/-  9.14e-01
              METJEC16   -7.4602e-04 +/-  1.01e+00
              METJEC17    2.2824e-02 +/-  9.73e-01
              METJEC18    5.6094e-02 +/-  9.24e-01
                    Pu    1.1804e-01 +/-  9.07e-01
               REFAC16   -3.5920e-01 +/-  8.27e-01
             REFAC1718    1.4372e-01 +/-  9.03e-01
              RENORM16   -4.4143e-01 +/-  9.00e-01
            RENORM1718    3.6280e-01 +/-  9.24e-01
              alphaS16   -7.3136e-02 +/-  9.08e-01
            alphaS1718    7.4971e-12 +/-  9.94e-01
               db_xsec   -9.2982e-02 +/-  9.90e-01
               dy_xsec    1.1591e+00 +/-  9.23e-01
      elHLTBARPTHIGH16    1.2221e-01 +/-  8.52e-01
      elHLTBARPTHIGH17   -2.8988e-02 +/-  1.02e+00
      elHLTBARPTHIGH18    1.1640e-01 +/-  9.08e-01
       elHLTBARPTLOW16    9.2304e-02 +/-  9.92e-01
       elHLTBARPTLOW17   -9.9799e-03 +/-  9.92e-01
