
Attaching file multidimfit.root as _file0...
(TFile *) 0x12a3ba0

  RooFitResult: minimized FCN value: -151.898, estimated distance to minimum: 3.77513e-07
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    1.2334e-01 +/-  5.60e-02
                   Afb    6.1416e-01 +/-  3.11e-02
               BTAGCOR   -3.5494e-01 +/-  7.14e-01
           BTAGLIGHT16   -3.6446e-02 +/-  1.05e+00
           BTAGLIGHT17   -1.2082e-01 +/-  1.04e+00
           BTAGLIGHT18   -3.4125e-01 +/-  7.11e-01
           BTAGUNCOR16   -1.8474e-03 +/-  9.80e-01
           BTAGUNCOR17   -1.0569e-02 +/-  1.01e+00
           BTAGUNCOR18   -3.0014e-01 +/-  8.10e-01
                 FAC16    3.2637e-01 +/-  9.14e-01
               FAC1718   -6.4745e-01 +/-  8.76e-01
              METHEM18    1.0887e-01 +/-  1.67e+00
              METJEC16   -2.7561e-02 +/-  9.29e-01
              METJEC17   -1.2222e-01 +/-  9.19e-01
              METJEC18   -8.4757e-02 +/-  9.20e-01
                    Pu   -9.8473e-02 +/-  9.13e-01
               REFAC16   -6.1191e-01 +/-  8.18e-01
             REFAC1718   -2.9768e-01 +/-  8.29e-01
              RENORM16   -7.9228e-01 +/-  9.03e-01
            RENORM1718    4.4686e-01 +/-  8.89e-01
              alphaS16   -1.2906e-01 +/-  9.17e-01
            alphaS1718   -6.3475e-12 +/-  9.94e-01
               db_xsec    1.4771e-01 +/-  9.94e-01
               dy_xsec    2.4965e+00 +/-  8.47e-01
         emucostrw1b16   -1.2823e-01 +/-  7.95e-01
       emucostrw1b1718    2.1168e-02 +/-  7.55e-01
         emucostrw2b16    2.1886e-01 +/-  9.81e-01
       emucostrw2b1718    2.6996e-01 +/-  9.85e-01
         emucostrw3b16    6.0907e-02 +/-  9.91e-01
       emucostrw3b1718    7.3840e-02 +/-  9.90e-01
         emucostrw4b16    2.2416e-02 +/-  9.93e-01
       emucostrw4b1718    3.4188e-02 +/-  9.93e-01
              gam_xsec    1.2297e-01 +/-  9.96e-01
                lumi16    8.4453e-01 +/-  9.23e-01
                lumi17    7.0315e-01 +/-  8.65e-01
                lumi18    4.0274e-01 +/-  9.31e-01
                lumiBC    1.6041e-01 +/-  9.93e-01
                lumiDB    2.9667e-01 +/-  9.88e-01
                lumiGS    1.9042e-01 +/-  9.92e-01
                lumiLS    1.6041e-01 +/-  9.93e-01
                lumiXY    1.2015e+00 +/-  9.24e-01
             muFakes16   -2.2427e-02 +/-  9.87e-01
             muFakes17   -8.8909e-03 +/-  9.67e-01
             muFakes18    1.2058e-01 +/-  1.01e+00
            muHLTBAR16    5.0843e-02 +/-  9.88e-01
            muHLTBAR17    3.9844e-02 +/-  9.90e-01
            muHLTBAR18   -2.1540e-03 +/-  9.94e-01
            muHLTEND16    1.0821e-01 +/-  9.69e-01
            muHLTEND17    1.3662e-02 +/-  9.91e-01
            muHLTEND18   -4.3781e-02 +/-  9.99e-01
             muIDBAR16    6.6355e-01 +/-  9.32e-01
