
Attaching file multidimfit.mumu_u_vec_-1.root as _file0...
(TFile *) 0x22a77d0

  RooFitResult: minimized FCN value: -0.000361556, estimated distance to minimum: 7.82326e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    2.6436e-02 +/-  5.58e-02
                    A4    1.6218e+00 +/-  6.06e-02
                 FAC16   -2.8164e-01 +/-  9.38e-01
               FAC1718    7.9595e-01 +/-  9.95e-01
       MCStatBin103y16    2.1214e-02 +/-  9.96e-01
       MCStatBin103y17   -2.5167e-02 +/-  9.98e-01
       MCStatBin103y18   -3.5529e-03 +/-  9.98e-01
       MCStatBin104y16   -6.8575e-03 +/-  9.95e-01
       MCStatBin104y17   -1.3479e-01 +/-  9.98e-01
       MCStatBin104y18    4.2731e-02 +/-  9.97e-01
       MCStatBin105y16    9.1185e-02 +/-  9.96e-01
       MCStatBin105y17    1.7354e-03 +/-  9.98e-01
       MCStatBin105y18   -6.2374e-02 +/-  9.99e-01
        MCStatBin13y16    1.8682e-01 +/-  9.76e-01
        MCStatBin13y17    2.3458e-01 +/-  9.84e-01
        MCStatBin13y18   -5.0413e-02 +/-  9.83e-01
        MCStatBin14y16    1.4472e-02 +/-  9.79e-01
        MCStatBin14y17   -1.7906e-01 +/-  9.89e-01
        MCStatBin14y18    1.6687e-01 +/-  9.81e-01
        MCStatBin15y16    1.5164e-01 +/-  9.75e-01
        MCStatBin15y17   -1.3239e-01 +/-  9.84e-01
        MCStatBin15y18   -2.6921e-01 +/-  9.80e-01
        MCStatBin19y16   -2.5064e-01 +/-  9.77e-01
        MCStatBin19y17    3.2392e-01 +/-  9.80e-01
        MCStatBin19y18    1.4787e-01 +/-  9.76e-01
         MCStatBin1y16   -2.4478e-01 +/-  9.47e-01
         MCStatBin1y17   -9.8376e-02 +/-  9.65e-01
         MCStatBin1y18    5.5164e-01 +/-  9.47e-01
        MCStatBin20y16    7.6602e-02 +/-  9.76e-01
        MCStatBin20y17    6.0736e-02 +/-  9.84e-01
        MCStatBin20y18    8.0426e-02 +/-  9.80e-01
        MCStatBin21y16   -4.7404e-01 +/-  9.72e-01
        MCStatBin21y17   -2.2002e-02 +/-  9.77e-01
        MCStatBin21y18    4.0640e-02 +/-  9.71e-01
        MCStatBin25y16    2.1395e-01 +/-  9.76e-01
        MCStatBin25y17    2.1001e-02 +/-  9.85e-01
        MCStatBin25y18    3.5458e-02 +/-  9.79e-01
        MCStatBin26y16    2.6879e-01 +/-  9.58e-01
        MCStatBin26y17   -1.2084e-01 +/-  9.75e-01
        MCStatBin26y18   -4.5301e-03 +/-  9.54e-01
        MCStatBin27y16   -2.6845e-01 +/-  9.64e-01
        MCStatBin27y17   -1.8424e-02 +/-  9.75e-01
        MCStatBin27y18   -3.3318e-01 +/-  9.70e-01
         MCStatBin2y16    1.9395e-01 +/-  9.41e-01
         MCStatBin2y17    1.8709e-01 +/-  9.61e-01
         MCStatBin2y18    4.1766e-01 +/-  9.46e-01
        MCStatBin31y16   -4.0872e-01 +/-  9.70e-01
        MCStatBin31y17   -3.7027e-01 +/-  9.81e-01
        MCStatBin31y18   -2.1545e-02 +/-  9.70e-01
        MCStatBin32y16    4.3995e-01 +/-  9.51e-01
        MCStatBin32y17   -1.5722e-01 +/-  9.73e-01
        MCStatBin32y18   -4.7950e-01 +/-  9.65e-01
        MCStatBin33y16   -3.2365e-02 +/-  9.59e-01
        MCStatBin33y17   -3.1354e-01 +/-  9.79e-01
        MCStatBin33y18   -5.1896e-02 +/-  9.68e-01
        MCStatBin37y16   -1.5848e-01 +/-  9.51e-01
        MCStatBin37y17   -1.1104e-01 +/-  9.67e-01
        MCStatBin37y18   -4.7529e-01 +/-  9.60e-01
        MCStatBin38y16   -2.7646e-01 +/-  9.52e-01
        MCStatBin38y17    3.6709e-01 +/-  9.66e-01
        MCStatBin38y18    1.0763e-01 +/-  9.54e-01
        MCStatBin39y16   -1.5758e-02 +/-  9.59e-01
        MCStatBin39y17    1.8963e-01 +/-  9.75e-01
        MCStatBin39y18    1.6575e-01 +/-  9.64e-01
         MCStatBin3y16   -3.9030e-01 +/-  9.46e-01
         MCStatBin3y17    1.8779e-02 +/-  9.62e-01
         MCStatBin3y18   -3.4992e-01 +/-  9.56e-01
        MCStatBin43y16   -1.0541e-01 +/-  9.95e-01
        MCStatBin43y17   -1.7657e-02 +/-  9.95e-01
        MCStatBin43y18   -1.1354e-01 +/-  9.94e-01
        MCStatBin44y16   -1.4580e-01 +/-  9.83e-01
