
Attaching file multidimfit.ee_u_vec_2018.root as _file0...
(TFile *) 0x27b2870

  RooFitResult: minimized FCN value: -3.64754e-05, estimated distance to minimum: 7.74887e-06
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    1.3304e-01 +/-  9.62e-02
                    A4    1.6107e+00 +/-  1.10e-01
               FAC1718    1.7412e-01 +/-  9.24e-01
        MCStatBin10y18    4.3158e-01 +/-  9.64e-01
        MCStatBin11y18   -2.3665e-02 +/-  9.71e-01
        MCStatBin15y18    2.9451e-02 +/-  9.72e-01
        MCStatBin16y18   -2.9994e-01 +/-  9.67e-01
        MCStatBin17y18   -8.9635e-02 +/-  9.78e-01
         MCStatBin1y18   -7.9385e-04 +/-  9.97e-01
        MCStatBin21y18    5.0737e-02 +/-  9.99e-01
        MCStatBin22y18    1.5947e-02 +/-  9.95e-01
        MCStatBin23y18    8.7531e-03 +/-  9.94e-01
        MCStatBin24y18   -1.3466e-02 +/-  9.95e-01
        MCStatBin29y18    9.5929e-02 +/-  9.95e-01
         MCStatBin2y18   -1.1359e-01 +/-  9.79e-01
        MCStatBin30y18   -7.1883e-02 +/-  9.94e-01
        MCStatBin31y18    6.6569e-02 +/-  9.94e-01
        MCStatBin35y18    3.6058e-01 +/-  9.91e-01
        MCStatBin36y18    7.4092e-02 +/-  9.91e-01
        MCStatBin37y18    3.7822e-02 +/-  9.92e-01
         MCStatBin3y18    2.4154e-01 +/-  9.69e-01
        MCStatBin41y18   -4.9655e-02 +/-  1.00e+00
        MCStatBin42y18    5.3075e-03 +/-  9.98e-01
        MCStatBin43y18   -9.5031e-02 +/-  9.99e-01
        MCStatBin44y18    1.1713e-02 +/-  9.98e-01
        MCStatBin49y18    6.0148e-03 +/-  9.98e-01
         MCStatBin4y18   -1.6208e-01 +/-  9.74e-01
        MCStatBin50y18   -8.1810e-03 +/-  9.98e-01
        MCStatBin51y18   -4.9400e-02 +/-  9.98e-01
        MCStatBin55y18   -6.7606e-02 +/-  9.97e-01
        MCStatBin56y18   -4.5145e-02 +/-  9.98e-01
        MCStatBin57y18    1.0680e-01 +/-  9.97e-01
         MCStatBin9y18   -4.9305e-01 +/-  9.82e-01
                    Pu    1.2404e-03 +/-  9.74e-01
             REFAC1718   -8.2613e-03 +/-  9.45e-01
            RENORM1718   -1.9735e-01 +/-  1.05e+00
            alphaS1718    0.0000e+00 +/-  1.00e+00
               db_xsec   -4.6926e-02 +/-  9.99e-01
               dy_xsec    7.2301e-02 +/-  9.49e-01
             elFakes18    6.4362e-01 +/-  6.83e-01
          elHLTBARPT18    4.7002e-02 +/-  9.82e-01
          elHLTENDPT18   -5.5395e-02 +/-  1.04e+00
             elIDBARPT    3.9105e-01 +/-  6.93e-01
             elIDENDPT    3.3406e-01 +/-  5.91e-01
           elRECOBARPT    1.8873e-02 +/-  9.94e-01
           elRECOENDPT   -6.5866e-02 +/-  9.89e-01
         elScaleGain18    3.1127e-01 +/-  7.86e-01
         elScaleStat18    0.0000e+00 +/-  1.00e+00
           elScaleSyst    7.1165e-03 +/-  7.89e-01
               elSmear    2.2569e-02 +/-  9.87e-01
         elfakesrw1b18    2.8056e-01 +/-  9.26e-01
         elfakesrw2b18    1.3968e-01 +/-  9.96e-01
         elfakesrw3b18   -1.0508e-02 +/-  9.98e-01
         elfakesrw4b18    4.8996e-02 +/-  9.84e-01
       emucostrw1b1718   -4.0108e-01 +/-  9.41e-01
       emucostrw2b1718   -9.2091e-02 +/-  9.97e-01
       emucostrw3b1718    8.6942e-02 +/-  9.97e-01
       emucostrw4b1718   -5.1935e-02 +/-  9.99e-01
              gam_xsec   -8.3396e-03 +/-  1.00e+00
                lumi18   -5.5895e-02 +/-  9.78e-01
                lumiBC   -7.4761e-03 +/-  1.00e+00
                lumiLS   -7.4761e-03 +/-  1.00e+00
                lumiXY   -7.3236e-02 +/-  9.62e-01
               nlo_sys    2.1346e-02 +/-  9.99e-01
                  pdf1    1.2620e-02 +/-  1.00e+00
                 pdf10   -2.1051e-02 +/-  1.00e+00
                 pdf11   -2.4896e-02 +/-  1.01e+00
                 pdf12   -1.3223e-02 +/-  1.01e+00
                 pdf13   -1.7391e-02 +/-  1.00e+00
                 pdf14    5.6534e-02 +/-  9.99e-01
                 pdf15   -2.1026e-02 +/-  1.02e+00
                 pdf16    6.7449e-03 +/-  1.01e+00
                 pdf17   -4.9281e-02 +/-  1.01e+00
                 pdf18   -7.5253e-03 +/-  1.01e+00
                 pdf19   -5.3104e-02 +/-  1.01e+00
                  pdf2    1.6278e-02 +/-  1.01e+00
                 pdf20   -2.5650e-02 +/-  1.02e+00
                 pdf21   -4.3482e-02 +/-  1.00e+00
                 pdf22   -7.4096e-03 +/-  1.02e+00
                 pdf23   -6.7201e-04 +/-  1.00e+00
                 pdf24    9.2494e-03 +/-  1.00e+00
                 pdf25   -3.8073e-03 +/-  1.00e+00
                 pdf26   -3.3226e-02 +/-  1.00e+00
                 pdf27   -1.9895e-02 +/-  1.00e+00
