
Attaching file multidimfitTest.root as _file0...
(TFile *) 0x37183c0

  RooFitResult: minimized FCN value: -4.64437e-05, estimated distance to minimum: 8.67426e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    4.1065e-02 +/-  6.53e-02
                    A4    1.6120e+00 +/-  1.09e-01
                 FAC16   -3.0859e-02 +/-  9.35e-01
               FAC1718    1.1662e-02 +/-  9.36e-01
        MCStatBin10y16    1.9347e-02 +/-  9.55e-01
        MCStatBin10y17    2.1741e-02 +/-  9.76e-01
        MCStatBin10y18   -8.1616e-03 +/-  9.66e-01
        MCStatBin11y16   -3.2062e-03 +/-  9.60e-01
        MCStatBin11y17    1.1623e-02 +/-  9.79e-01
        MCStatBin11y18    1.5939e-02 +/-  9.70e-01
        MCStatBin15y16    8.5312e-03 +/-  9.62e-01
        MCStatBin15y17    1.3563e-02 +/-  9.81e-01
        MCStatBin15y18   -2.6368e-02 +/-  9.67e-01
        MCStatBin16y16   -5.8063e-02 +/-  9.60e-01
        MCStatBin16y17    4.1215e-02 +/-  9.74e-01
        MCStatBin16y18   -2.4491e-02 +/-  9.62e-01
        MCStatBin17y16   -3.0383e-03 +/-  9.64e-01
        MCStatBin17y17    9.3956e-03 +/-  9.82e-01
        MCStatBin17y18    1.2846e-02 +/-  9.72e-01
         MCStatBin1y16   -9.0425e-03 +/-  9.90e-01
         MCStatBin1y17   -3.2792e-03 +/-  9.94e-01
         MCStatBin1y18   -2.6108e-03 +/-  9.95e-01
        MCStatBin21y16   -2.4747e-04 +/-  9.97e-01
        MCStatBin21y17    4.8553e-04 +/-  9.98e-01
        MCStatBin21y18    2.7382e-05 +/-  9.98e-01
        MCStatBin22y16    3.4691e-03 +/-  9.91e-01
        MCStatBin22y17   -3.0055e-03 +/-  9.96e-01
        MCStatBin22y18   -2.5224e-03 +/-  9.94e-01
        MCStatBin23y16   -5.2490e-03 +/-  9.91e-01
        MCStatBin23y17   -5.3100e-03 +/-  9.96e-01
        MCStatBin23y18    9.7678e-04 +/-  9.94e-01
        MCStatBin24y16   -1.0262e-02 +/-  9.92e-01
        MCStatBin24y17   -7.0978e-03 +/-  9.97e-01
        MCStatBin24y18   -2.2650e-03 +/-  9.94e-01
        MCStatBin29y16    1.3375e-02 +/-  9.93e-01
        MCStatBin29y17    3.5834e-03 +/-  9.96e-01
        MCStatBin29y18    3.9324e-03 +/-  9.94e-01
         MCStatBin2y16    7.9240e-03 +/-  9.60e-01
         MCStatBin2y17   -1.6219e-03 +/-  9.82e-01
         MCStatBin2y18   -9.7190e-04 +/-  9.73e-01
        MCStatBin30y16   -1.8040e-02 +/-  9.90e-01
        MCStatBin30y17   -6.6034e-04 +/-  9.96e-01
        MCStatBin30y18    4.9000e-04 +/-  9.93e-01
        MCStatBin31y16   -1.1769e-02 +/-  9.91e-01
        MCStatBin31y17   -5.9186e-03 +/-  9.96e-01
        MCStatBin31y18    6.0178e-04 +/-  9.94e-01
        MCStatBin35y16    2.7034e-03 +/-  9.89e-01
        MCStatBin35y17   -3.5464e-03 +/-  9.95e-01
        MCStatBin35y18    1.4840e-02 +/-  9.91e-01
        MCStatBin36y16   -2.0220e-02 +/-  9.88e-01
        MCStatBin36y17   -6.6291e-03 +/-  9.95e-01
        MCStatBin36y18    5.4726e-03 +/-  9.91e-01
        MCStatBin37y16   -1.7358e-02 +/-  9.91e-01
        MCStatBin37y17   -7.0491e-03 +/-  9.96e-01
        MCStatBin37y18   -2.0916e-03 +/-  9.92e-01
         MCStatBin3y16    1.1355e-02 +/-  9.57e-01
         MCStatBin3y17    1.0035e-02 +/-  9.77e-01
         MCStatBin3y18    6.4516e-03 +/-  9.69e-01
        MCStatBin41y16   -2.1047e-04 +/-  9.97e-01
        MCStatBin41y17    3.1310e-03 +/-  9.99e-01
        MCStatBin41y18    1.4452e-03 +/-  9.99e-01
        MCStatBin42y16    3.1087e-03 +/-  9.95e-01
        MCStatBin42y17    4.7080e-04 +/-  9.98e-01
        MCStatBin42y18    2.1311e-04 +/-  9.97e-01
        MCStatBin43y16    3.6630e-04 +/-  9.95e-01
        MCStatBin43y17   -2.3506e-03 +/-  9.98e-01
        MCStatBin43y18   -7.5469e-04 +/-  9.97e-01
        MCStatBin44y16    7.2614e-04 +/-  9.95e-01
        MCStatBin44y17   -1.6089e-03 +/-  9.98e-01
        MCStatBin44y18   -2.1441e-03 +/-  9.98e-01
        MCStatBin49y16    5.9851e-03 +/-  9.97e-01
        MCStatBin49y17   -2.6117e-03 +/-  9.98e-01
        MCStatBin49y18    3.9569e-03 +/-  9.97e-01
