
Attaching file multidimfit.ee_u_-1.root as _file0...
(TFile *) 0x29cb820

  RooFitResult: minimized FCN value: -2.45493e-08, estimated distance to minimum: 3.30428e-08
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    7.3629e-02 +/-  6.95e-02
                    A4    1.6124e+00 +/-  7.91e-02
                 FAC16   -1.7157e-01 +/-  9.92e-01
               FAC1718    3.1337e-01 +/-  9.88e-01
        MCStatBin10y16   -8.2984e-01 +/-  9.61e-01
        MCStatBin10y17    9.4934e-02 +/-  9.73e-01
        MCStatBin10y18    4.9028e-01 +/-  9.61e-01
        MCStatBin11y16   -1.5044e-01 +/-  9.60e-01
        MCStatBin11y17   -3.0202e-01 +/-  9.80e-01
        MCStatBin11y18    5.0420e-02 +/-  9.68e-01
        MCStatBin15y16    8.1543e-02 +/-  9.62e-01
        MCStatBin15y17    1.3331e-01 +/-  9.80e-01
        MCStatBin15y18   -6.3317e-02 +/-  9.67e-01
        MCStatBin16y16    2.7989e-01 +/-  9.58e-01
        MCStatBin16y17   -1.2000e-01 +/-  9.74e-01
        MCStatBin16y18   -2.8169e-01 +/-  9.63e-01
        MCStatBin17y16    1.1190e-01 +/-  9.62e-01
        MCStatBin17y17    3.4028e-02 +/-  9.81e-01
        MCStatBin17y18   -4.4268e-02 +/-  9.72e-01
         MCStatBin1y16    5.6906e-02 +/-  9.90e-01
         MCStatBin1y17    4.5059e-02 +/-  9.95e-01
         MCStatBin1y18    1.5685e-02 +/-  9.96e-01
        MCStatBin21y16    1.7357e-02 +/-  9.98e-01
        MCStatBin21y17    2.1461e-02 +/-  9.98e-01
        MCStatBin21y18    7.0498e-02 +/-  9.99e-01
        MCStatBin22y16   -5.5656e-02 +/-  9.96e-01
        MCStatBin22y17   -9.4299e-03 +/-  9.95e-01
        MCStatBin22y18    4.3666e-03 +/-  1.00e+00
        MCStatBin23y16    2.4217e-01 +/-  9.88e-01
        MCStatBin23y17   -2.0445e-02 +/-  9.96e-01
        MCStatBin23y18    1.2271e-02 +/-  9.98e-01
        MCStatBin24y16   -1.2866e-02 +/-  9.91e-01
        MCStatBin24y17    1.2764e-01 +/-  9.95e-01
        MCStatBin24y18   -3.4456e-03 +/-  9.91e-01
        MCStatBin29y16   -1.7618e-01 +/-  9.94e-01
        MCStatBin29y17    1.7341e-02 +/-  9.96e-01
        MCStatBin29y18    8.5448e-02 +/-  9.95e-01
