
Attaching file multidimfit.root as _file0...
(TFile *) 0x3bede70

  RooFitResult: minimized FCN value: -85.1004, estimated distance to minimum: 3.92225e-09
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    1.6999e-01 +/-  7.13e-02
                   Afb    6.1232e-01 +/-  2.79e-02
               BTAGCOR   -1.8268e-01 +/-  1.37e+00
           BTAGLIGHT16   -1.7970e-02 +/-  1.03e+00
           BTAGLIGHT17    3.8804e-02 +/-  9.88e-01
           BTAGLIGHT18   -2.7303e-01 +/-  8.75e-01
           BTAGUNCOR16   -1.5524e-03 +/-  9.81e-01
           BTAGUNCOR17    7.6165e-03 +/-  9.98e-01
           BTAGUNCOR18   -1.9262e-01 +/-  1.29e+00
                 FAC16    1.8752e-01 +/-  1.02e+00
               FAC1718   -2.4131e-01 +/-  8.76e-01
              METHEM18    3.4288e-02 +/-  8.92e-01
              METJEC16   -1.1426e-03 +/-  1.01e+00
              METJEC17    2.1334e-02 +/-  9.74e-01
              METJEC18    6.6890e-03 +/-  9.05e-01
                    Pu    2.1125e-02 +/-  8.97e-01
               REFAC16   -3.8453e-01 +/-  8.21e-01
             REFAC1718    1.0369e-01 +/-  9.13e-01
              RENORM16   -4.5570e-01 +/-  9.00e-01
            RENORM1718    3.6295e-01 +/-  9.22e-01
              alphaS16   -7.5362e-02 +/-  9.12e-01
            alphaS1718   -3.9908e-12 +/-  9.94e-01
               db_xsec   -3.7122e-02 +/-  9.91e-01
               dy_xsec    1.2168e+00 +/-  9.24e-01
             elFakes16   -7.2241e-01 +/-  7.87e-01
             elFakes17   -9.5039e-01 +/-  7.50e-01
             elFakes18   -1.4449e+00 +/-  6.80e-01
      elHLTBARPTHIGH16    1.1443e-01 +/-  8.39e-01
      elHLTBARPTHIGH17   -9.1049e-03 +/-  1.00e+00
      elHLTBARPTHIGH18    1.0804e-01 +/-  9.14e-01
       elHLTBARPTLOW16    8.7712e-02 +/-  9.92e-01
       elHLTBARPTLOW17   -1.4942e-03 +/-  9.92e-01
       elHLTBARPTLOW18    6.7238e-02 +/-  9.93e-01
      elHLTENDPTHIGH16    3.3262e-02 +/-  9.49e-01
      elHLTENDPTHIGH17   -6.5513e-02 +/-  1.04e+00
      elHLTENDPTHIGH18    3.5669e-02 +/-  1.02e+00
       elHLTENDPTLOW16    8.4653e-04 +/-  9.94e-01
       elHLTENDPTLOW17   -4.1149e-02 +/-  9.96e-01
       elHLTENDPTLOW18    4.8380e-03 +/-  9.96e-01
