
Attaching file multidimfitTest.root as _file0...
(TFile *) 0x27436a0

  RooFitResult: minimized FCN value: -7.09023e-09, estimated distance to minimum: 5.27035e-09
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                 FAC16   -1.0226e-03 +/-  9.43e-01
               FAC1718   -2.4924e-02 +/-  9.24e-01
            MCStatBin1   -7.2592e-03 +/-  9.71e-01
           MCStatBin10    2.1552e-02 +/-  9.03e-01
           MCStatBin11    4.4392e-02 +/-  9.12e-01
           MCStatBin15   -2.8923e-02 +/-  8.95e-01
           MCStatBin16    7.4525e-03 +/-  8.93e-01
           MCStatBin17   -2.3300e-03 +/-  9.11e-01
            MCStatBin2    8.0904e-03 +/-  9.20e-01
           MCStatBin21    2.0201e-02 +/-  9.87e-01
           MCStatBin22    9.7937e-03 +/-  9.83e-01
           MCStatBin23   -8.2635e-03 +/-  9.84e-01
           MCStatBin24   -2.2249e-02 +/-  9.80e-01
           MCStatBin29    2.4427e-03 +/-  9.78e-01
            MCStatBin3    4.4023e-02 +/-  9.09e-01
           MCStatBin30   -4.2216e-03 +/-  9.75e-01
           MCStatBin31   -1.2752e-02 +/-  9.85e-01
           MCStatBin35    3.2646e-02 +/-  9.62e-01
           MCStatBin36   -4.5595e-02 +/-  9.67e-01
           MCStatBin37   -4.1939e-02 +/-  9.73e-01
            MCStatBin4    4.5278e-02 +/-  9.15e-01
           MCStatBin41    1.6505e-02 +/-  9.95e-01
           MCStatBin42    1.6345e-04 +/-  9.97e-01
           MCStatBin43   -5.9574e-03 +/-  9.90e-01
           MCStatBin44   -6.5780e-03 +/-  9.97e-01
           MCStatBin49    2.7642e-03 +/-  9.91e-01
           MCStatBin50   -4.9568e-03 +/-  9.91e-01
           MCStatBin51   -7.5234e-03 +/-  9.95e-01
           MCStatBin55   -4.1926e-02 +/-  9.85e-01
           MCStatBin56   -1.2358e-02 +/-  9.86e-01
           MCStatBin57   -2.4205e-03 +/-  9.94e-01
            MCStatBin9   -3.6457e-02 +/-  9.28e-01
                    Pu    3.6423e-02 +/-  9.30e-01
               REFAC16   -3.2509e-02 +/-  8.04e-01
             REFAC1718   -2.8167e-02 +/-  8.35e-01
              RENORM16   -4.3514e-02 +/-  9.41e-01
            RENORM1718   -2.8731e-02 +/-  9.64e-01
              alphaS16    9.4708e-03 +/-  1.02e+00
            alphaS1718   -1.1463e-13 +/-  1.00e+00
               db_xsec   -1.9664e-03 +/-  9.94e-01
               dy_xsec   -3.7104e-02 +/-  8.19e-01
         emucostrw1b16    3.7783e-02 +/-  6.89e-01
       emucostrw1b1718   -2.1662e-02 +/-  6.28e-01
         emucostrw2b16    1.5609e-04 +/-  9.72e-01
       emucostrw2b1718    1.5343e-03 +/-  9.77e-01
         emucostrw3b16   -4.9663e-03 +/-  9.91e-01
       emucostrw3b1718    1.3463e-02 +/-  9.91e-01
         emucostrw4b16   -4.6961e-03 +/-  1.00e+00
       emucostrw4b1718    1.5592e-02 +/-  9.93e-01
              gam_xsec    6.3354e-03 +/-  9.99e-01
                lumi16   -1.0611e-02 +/-  9.36e-01
                lumi17   -3.2035e-03 +/-  8.44e-01
                lumi18    1.5200e-03 +/-  9.05e-01
                lumiBC   -2.8225e-04 +/-  9.98e-01
                lumiDB   -2.5932e-03 +/-  9.93e-01
                lumiGS   -2.1079e-03 +/-  9.98e-01
                lumiLS   -2.8225e-04 +/-  9.98e-01
                lumiXY   -3.7943e-03 +/-  9.01e-01
             muFakes16   -1.9572e-03 +/-  1.00e+00
             muFakes17    1.2939e-02 +/-  9.61e-01
             muFakes18    1.3037e-02 +/-  9.96e-01
            muHLTBAR16   -1.5625e-03 +/-  1.01e+00
            muHLTBAR17    1.5495e-04 +/-  1.00e+00
            muHLTBAR18    4.5153e-04 +/-  9.99e-01
            muHLTEND16    7.3521e-03 +/-  9.95e-01
            muHLTEND17    7.9943e-04 +/-  9.98e-01
            muHLTEND18   -4.8034e-04 +/-  9.92e-01
             muIDBAR16   -1.0027e-02 +/-  9.48e-01
             muIDBAR17    2.9420e-03 +/-  9.40e-01
             muIDBAR18    2.6001e-03 +/-  9.88e-01
             muIDEND16    1.9617e-02 +/-  9.22e-01
             muIDEND17   -4.3152e-03 +/-  9.78e-01
             muIDEND18   -3.7764e-03 +/-  9.96e-01
               muIDSYS    1.1537e-02 +/-  9.12e-01
            muISOBAR16   -2.7798e-03 +/-  9.97e-01
            muISOBAR17    2.4794e-04 +/-  9.99e-01
            muISOBAR18    1.2317e-03 +/-  9.99e-01
            muISOEND16    3.0166e-03 +/-  9.97e-01
            muISOEND17   -1.8880e-04 +/-  9.99e-01
            muISOEND18   -1.5119e-03 +/-  9.99e-01
              muISOSYS    1.3162e-03 +/-  9.96e-01
              muPref16   -1.4779e-03 +/-  1.00e+00
            muPref1718    6.2200e-04 +/-  1.00e+00
                muRC16   -1.0909e-02 +/-  7.15e-01
                muRC17    2.2090e-02 +/-  8.57e-01
                muRC18    3.9517e-02 +/-  8.69e-01
         mufakesrw1b16   -6.0376e-04 +/-  1.00e+00
         mufakesrw1b17    9.7485e-03 +/-  9.80e-01
         mufakesrw1b18    2.8109e-03 +/-  9.97e-01
         mufakesrw2b16   -1.1374e-04 +/-  1.01e+00
         mufakesrw2b17    2.3801e-03 +/-  9.98e-01
         mufakesrw2b18    4.0720e-03 +/-  9.98e-01
         mufakesrw3b16   -1.9218e-03 +/-  1.00e+00
         mufakesrw3b17   -4.0663e-03 +/-  9.99e-01
         mufakesrw3b18    2.7439e-03 +/-  9.99e-01
         mufakesrw4b16   -1.1463e-13 +/-  1.00e+00
         mufakesrw4b17   -7.6687e-04 +/-  1.00e+00
         mufakesrw4b18    1.9410e-03 +/-  9.99e-01
               nlo_sys    9.5974e-05 +/-  1.00e+00
      prop_binY16_bin0    2.6356e-01 +/-  9.32e-01
      prop_binY16_bin1    9.0973e-02 +/-  9.34e-01
     prop_binY16_bin10    4.3574e-02 +/-  9.39e-01
     prop_binY16_bin11   -3.4562e-02 +/-  9.46e-01
     prop_binY16_bin12    2.6695e-02 +/-  9.50e-01
     prop_binY16_bin13    6.4727e-02 +/-  9.44e-01
     prop_binY16_bin14   -1.5731e-01 +/-  9.13e-01
     prop_binY16_bin15   -7.8173e-02 +/-  9.27e-01
     prop_binY16_bin16   -1.8579e-01 +/-  9.53e-01
     prop_binY16_bin17    1.4413e-01 +/-  9.59e-01
     prop_binY16_bin18    4.0327e-02 +/-  9.62e-01
     prop_binY16_bin19    7.4997e-02 +/-  9.55e-01
      prop_binY16_bin2    8.4126e-02 +/-  9.39e-01
     prop_binY16_bin20    9.6386e-02 +/-  9.36e-01
     prop_binY16_bin21   -4.8908e-03 +/-  9.67e-01
     prop_binY16_bin22    2.4409e-02 +/-  9.77e-01
     prop_binY16_bin23    8.9995e-03 +/-  9.82e-01
     prop_binY16_bin24   -3.2287e-02 +/-  9.85e-01
     prop_binY16_bin25   -3.0377e-02 +/-  9.83e-01
     prop_binY16_bin26    1.5794e-02 +/-  9.64e-01
     prop_binY16_bin27   -5.6595e-02 +/-  9.46e-01
     prop_binY16_bin28   -2.8035e-02 +/-  9.56e-01
     prop_binY16_bin29   -6.2194e-03 +/-  9.84e-01
      prop_binY16_bin3   -9.9017e-02 +/-  9.46e-01
     prop_binY16_bin30    3.5205e-02 +/-  9.87e-01
     prop_binY16_bin31   -5.8602e-02 +/-  9.83e-01
     prop_binY16_bin32   -4.7657e-03 +/-  9.84e-01
     prop_binY16_bin33    2.8619e-02 +/-  9.76e-01
     prop_binY16_bin34   -8.9523e-02 +/-  9.40e-01
     prop_binY16_bin35   -8.0459e-02 +/-  9.72e-01
     prop_binY16_bin36   -1.3047e-02 +/-  9.87e-01
     prop_binY16_bin37   -1.3702e-02 +/-  9.90e-01
     prop_binY16_bin38    2.5723e-02 +/-  9.86e-01
     prop_binY16_bin39    3.5524e-02 +/-  9.81e-01
      prop_binY16_bin4    1.0504e-01 +/-  9.48e-01
     prop_binY16_bin40    1.4448e-01 +/-  9.54e-01
     prop_binY16_bin41   -1.3469e-02 +/-  9.86e-01
     prop_binY16_bin42    3.2482e-03 +/-  9.94e-01
     prop_binY16_bin43   -7.4255e-03 +/-  9.94e-01
     prop_binY16_bin44    4.3366e-03 +/-  9.96e-01
     prop_binY16_bin45   -2.7176e-03 +/-  9.95e-01
     prop_binY16_bin46    8.4794e-03 +/-  9.95e-01
     prop_binY16_bin47   -1.0108e-01 +/-  9.74e-01
     prop_binY16_bin48    1.5072e-02 +/-  9.76e-01
     prop_binY16_bin49    3.7979e-03 +/-  9.92e-01
      prop_binY16_bin5   -6.8979e-02 +/-  9.45e-01
     prop_binY16_bin50   -1.0001e-02 +/-  9.95e-01
     prop_binY16_bin51    2.1380e-02 +/-  9.38e-01
     prop_binY16_bin52   -4.8928e-03 +/-  9.79e-01
     prop_binY16_bin53   -5.4892e-03 +/-  9.69e-01
     prop_binY16_bin54   -1.0925e-01 +/-  9.77e-01
     prop_binY16_bin55   -6.8182e-03 +/-  9.90e-01
     prop_binY16_bin56    3.2607e-03 +/-  9.94e-01
     prop_binY16_bin57   -4.4448e-03 +/-  9.96e-01
     prop_binY16_bin58    2.8274e-03 +/-  9.95e-01
     prop_binY16_bin59    5.4179e-02 +/-  9.73e-01
      prop_binY16_bin6   -6.7559e-02 +/-  9.44e-01
      prop_binY16_bin7   -2.5062e-01 +/-  9.45e-01
      prop_binY16_bin8   -1.0071e-01 +/-  9.20e-01
      prop_binY16_bin9   -3.0325e-02 +/-  9.32e-01
      prop_binY17_bin0   -9.3627e-03 +/-  9.28e-01
      prop_binY17_bin1    3.1232e-02 +/-  9.59e-01
     prop_binY17_bin10    4.0447e-02 +/-  9.67e-01
     prop_binY17_bin11   -6.2329e-03 +/-  9.74e-01
     prop_binY17_bin12   -2.7188e-02 +/-  9.74e-01
     prop_binY17_bin13   -5.8216e-02 +/-  9.50e-01
     prop_binY17_bin14    2.7138e-02 +/-  9.36e-01
     prop_binY17_bin15   -4.6596e-04 +/-  9.56e-01
     prop_binY17_bin16   -2.3567e-02 +/-  9.69e-01
     prop_binY17_bin17    4.0655e-02 +/-  9.76e-01
     prop_binY17_bin18    1.2053e-02 +/-  9.78e-01
     prop_binY17_bin19   -2.1918e-02 +/-  9.71e-01
      prop_binY17_bin2    7.8657e-02 +/-  9.65e-01
     prop_binY17_bin20    8.7160e-03 +/-  9.53e-01
     prop_binY17_bin21    2.6146e-02 +/-  9.81e-01
     prop_binY17_bin22   -7.2960e-03 +/-  9.86e-01
     prop_binY17_bin23    8.9059e-05 +/-  9.90e-01
     prop_binY17_bin24   -1.5972e-02 +/-  9.91e-01
     prop_binY17_bin25   -4.5432e-03 +/-  9.90e-01
     prop_binY17_bin26   -1.6750e-02 +/-  9.86e-01
     prop_binY17_bin27    1.3235e-02 +/-  9.61e-01
     prop_binY17_bin28   -2.2821e-02 +/-  9.63e-01
     prop_binY17_bin29    6.5417e-03 +/-  9.87e-01
      prop_binY17_bin3    3.4242e-02 +/-  9.71e-01
     prop_binY17_bin30   -2.2078e-02 +/-  9.90e-01
     prop_binY17_bin31    6.6253e-03 +/-  9.94e-01
     prop_binY17_bin32   -1.0056e-02 +/-  9.92e-01
     prop_binY17_bin33    2.0254e-02 +/-  9.75e-01
     prop_binY17_bin34    1.1206e-01 +/-  9.71e-01
     prop_binY17_bin35   -4.5402e-02 +/-  9.83e-01
     prop_binY17_bin36   -1.8948e-02 +/-  9.93e-01
     prop_binY17_bin37    1.2776e-03 +/-  9.95e-01
     prop_binY17_bin38    1.3450e-02 +/-  9.89e-01
     prop_binY17_bin39   -5.0793e-02 +/-  9.87e-01
      prop_binY17_bin4   -4.8930e-03 +/-  9.73e-01
     prop_binY17_bin40    2.0087e-02 +/-  9.64e-01
     prop_binY17_bin41   -2.0898e-03 +/-  9.92e-01
     prop_binY17_bin42    1.6559e-03 +/-  9.96e-01
     prop_binY17_bin43   -1.5710e-03 +/-  9.97e-01
     prop_binY17_bin44   -2.8528e-03 +/-  9.97e-01
     prop_binY17_bin45   -5.9055e-03 +/-  9.97e-01
     prop_binY17_bin46    1.3678e-03 +/-  9.94e-01
     prop_binY17_bin47   -6.9806e-03 +/-  9.71e-01
     prop_binY17_bin48   -1.3881e-02 +/-  9.89e-01
     prop_binY17_bin49   -5.5176e-03 +/-  9.96e-01
      prop_binY17_bin5   -5.4856e-02 +/-  9.71e-01
     prop_binY17_bin50   -2.1016e-03 +/-  9.97e-01
     prop_binY17_bin51   -1.4745e-03 +/-  9.97e-01
     prop_binY17_bin52    1.2100e-03 +/-  9.97e-01
     prop_binY17_bin53    9.5033e-03 +/-  9.89e-01
     prop_binY17_bin54   -2.6289e-02 +/-  9.89e-01
     prop_binY17_bin55   -1.4700e-02 +/-  9.96e-01
     prop_binY17_bin56    5.8852e-03 +/-  9.97e-01
     prop_binY17_bin57   -8.9283e-03 +/-  9.97e-01
     prop_binY17_bin58    5.9611e-03 +/-  1.00e+00
     prop_binY17_bin59    8.4468e-03 +/-  1.00e+00
      prop_binY17_bin6   -3.1478e-02 +/-  9.66e-01
      prop_binY17_bin7   -1.3329e-02 +/-  9.39e-01
      prop_binY17_bin8    7.2409e-02 +/-  9.16e-01
      prop_binY17_bin9    5.9675e-02 +/-  9.58e-01
      prop_binY18_bin0    9.8357e-02 +/-  9.66e-01
      prop_binY18_bin1    8.4640e-04 +/-  9.59e-01
     prop_binY18_bin10   -4.0638e-02 +/-  9.66e-01
     prop_binY18_bin11    5.9432e-02 +/-  9.69e-01
     prop_binY18_bin12    1.4476e-02 +/-  9.70e-01
     prop_binY18_bin13    2.2425e-02 +/-  9.69e-01
