
Attaching file multidimfit.root as _file0...
(TFile *) 0x3fb7030

  RooFitResult: minimized FCN value: -21.5762, estimated distance to minimum: 2.4836e-07
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    6.4363e-02 +/-  6.83e-02
                 A0Den    9.7646e-02 +/-  9.87e-01
                   Afb    6.9021e-01 +/-  3.59e-02
                BTAG16   -3.1515e-02 +/-  1.05e+00
                BTAG17    1.5336e-03 +/-  9.93e-01
                BTAG18   -2.1831e-01 +/-  1.10e+00
                   FAC   -2.9027e-01 +/-  8.56e-01
              METHEM18   -8.0560e-02 +/-  8.90e-01
              METJEC16   -3.8040e-02 +/-  1.00e+00
              METJEC17    2.7396e-02 +/-  9.13e-01
              METJEC18    4.2470e-02 +/-  8.81e-01
              METJER16   -3.5774e-02 +/-  1.03e+00
              METJER17    1.1614e-01 +/-  9.56e-01
              METJER18   -4.0227e-02 +/-  9.89e-01
                  Pu16    3.1615e-02 +/-  9.35e-01
                  Pu17   -8.4704e-02 +/-  8.30e-01
                  Pu18    8.9557e-02 +/-  8.64e-01
                 REFAC   -2.6884e-01 +/-  7.36e-01
                RENORM   -8.1898e-02 +/-  8.82e-01
                alphaS   -2.2781e-02 +/-  9.29e-01
               db_xsec    4.4734e-02 +/-  9.87e-01
               dy_xsec    5.3769e-01 +/-  8.80e-01
            elHLTBAR16    6.7481e-02 +/-  9.20e-01
            elHLTBAR17    3.8091e-02 +/-  9.64e-01
            elHLTBAR18    3.3864e-02 +/-  9.64e-01
            elHLTEND16   -5.0886e-02 +/-  1.03e+00
            elHLTEND17    1.2005e-02 +/-  1.00e+00
            elHLTEND18    1.3209e-02 +/-  1.01e+00
             elIDBAR16    4.0691e-01 +/-  7.44e-01
             elIDBAR17    2.6039e-01 +/-  5.48e-01
             elIDBAR18    3.9307e-01 +/-  6.29e-01
             elIDEND16    7.3036e-02 +/-  5.63e-01
             elIDEND17    6.5508e-02 +/-  4.17e-01
             elIDEND18    4.6633e-02 +/-  5.56e-01
           elRECOBAR16    9.9109e-02 +/-  9.80e-01
           elRECOBAR17    2.1699e-02 +/-  9.90e-01
           elRECOBAR18    6.5050e-02 +/-  9.87e-01
           elRECOEND16    3.7227e-02 +/-  9.78e-01
           elRECOEND17    2.5436e-02 +/-  9.91e-01
           elRECOEND18    2.8700e-02 +/-  9.81e-01
         elScaleGain16    1.8760e-01 +/-  7.50e-01
         elScaleGain17    6.0817e-02 +/-  7.78e-01
         elScaleGain18    1.1188e-01 +/-  6.47e-01
         elScaleStat16    9.4237e-12 +/-  9.94e-01
         elScaleStat17    9.4237e-12 +/-  9.94e-01
         elScaleStat18    9.4237e-12 +/-  9.94e-01
         elScaleSyst16    4.5412e-02 +/-  9.20e-01
         elScaleSyst17   -1.6867e-02 +/-  9.55e-01
         elScaleSyst18    3.5538e-02 +/-  8.88e-01
             elSmear16   -1.8660e-02 +/-  9.92e-01
             elSmear17   -4.5421e-02 +/-  9.18e-01
             elSmear18   -5.9395e-03 +/-  9.73e-01
         emucostrw1b16    1.0015e-01 +/-  8.35e-01
         emucostrw1b17    1.5868e-03 +/-  7.41e-01
         emucostrw1b18    2.0182e-01 +/-  7.56e-01
