
Attaching file multidimfit.mumu_u_vec_2017.root as _file0...
(TFile *) 0x255a1d0

  RooFitResult: minimized FCN value: -0.00742966, estimated distance to minimum: 9.81519e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    7.1775e-02 +/-  8.78e-02
                    A4    1.4510e+00 +/-  1.14e-01
               FAC1718    3.8577e-01 +/-  1.38e+00
        MCStatBin10y17   -2.1294e-01 +/-  9.73e-01
        MCStatBin11y17   -4.0492e-01 +/-  9.80e-01
        MCStatBin15y17   -2.2254e-01 +/-  9.74e-01
        MCStatBin16y17    3.1698e-01 +/-  9.69e-01
        MCStatBin17y17    1.8008e-01 +/-  9.78e-01
         MCStatBin1y17    2.0318e-01 +/-  9.93e-01
        MCStatBin21y17   -2.5724e-02 +/-  9.98e-01
        MCStatBin22y17    3.1174e-02 +/-  9.96e-01
        MCStatBin23y17    1.4885e-02 +/-  9.95e-01
        MCStatBin24y17    1.1742e-01 +/-  9.94e-01
        MCStatBin29y17    6.9492e-02 +/-  9.96e-01
         MCStatBin2y17    5.5038e-01 +/-  9.77e-01
        MCStatBin30y17   -3.1492e-02 +/-  9.95e-01
        MCStatBin31y17   -9.8568e-02 +/-  9.96e-01
        MCStatBin35y17   -8.3365e-02 +/-  9.92e-01
        MCStatBin36y17    5.7506e-02 +/-  9.91e-01
        MCStatBin37y17    5.3443e-02 +/-  9.94e-01
         MCStatBin3y17    2.8223e-02 +/-  9.75e-01
        MCStatBin41y17    5.5020e-02 +/-  9.99e-01
        MCStatBin42y17    4.4340e-02 +/-  9.98e-01
        MCStatBin43y17   -3.5663e-02 +/-  9.98e-01
        MCStatBin44y17   -4.5029e-02 +/-  9.98e-01
        MCStatBin49y17   -1.3078e-01 +/-  9.99e-01
         MCStatBin4y17    2.8890e-02 +/-  9.78e-01
        MCStatBin50y17   -1.0218e-01 +/-  9.99e-01
        MCStatBin51y17    8.5298e-02 +/-  9.97e-01
        MCStatBin55y17    1.4278e-02 +/-  9.97e-01
        MCStatBin56y17   -1.3738e-01 +/-  9.98e-01
        MCStatBin57y17    2.6282e-02 +/-  9.97e-01
         MCStatBin9y17   -1.7835e-01 +/-  9.83e-01
                    Pu   -4.8245e-01 +/-  9.85e-01
