
Attaching file multidimfit.root as _file0...
(TFile *) 0x1134b00

  RooFitResult: minimized FCN value: -0.525665, estimated distance to minimum: 1.71507e-09
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    3.9006e-02 +/-  6.86e-02
                    A4    1.6350e+00 +/-  8.17e-02
                 FAC16   -3.6915e-02 +/-  9.59e-01
               FAC1718   -3.1989e-02 +/-  8.80e-01
              METHEM18   -1.4167e-02 +/-  9.91e-01
                    Pu    2.7323e-02 +/-  9.30e-01
               REFAC16    2.8784e-02 +/-  8.16e-01
             REFAC1718   -4.4218e-03 +/-  8.63e-01
              RENORM16    5.9272e-02 +/-  8.89e-01
            RENORM1718    2.6853e-02 +/-  9.86e-01
              alphaS16    2.2068e-02 +/-  9.85e-01
            alphaS1718    3.8887e-13 +/-  9.94e-01
               db_xsec   -5.5650e-03 +/-  9.92e-01
               dy_xsec   -2.1010e-02 +/-  9.17e-01
             elFakes16    1.0532e-02 +/-  7.29e-01
             elFakes17    1.2184e-02 +/-  6.47e-01
             elFakes18    6.7661e-03 +/-  5.28e-01
      elHLTBARPTHIGH16   -1.1942e-02 +/-  1.01e+00
      elHLTBARPTHIGH17   -8.6683e-04 +/-  9.84e-01
      elHLTBARPTHIGH18    1.0194e-02 +/-  9.79e-01
       elHLTBARPTLOW16   -4.9775e-03 +/-  9.93e-01
       elHLTBARPTLOW17   -7.1260e-04 +/-  9.92e-01
       elHLTBARPTLOW18    5.1462e-03 +/-  9.93e-01
      elHLTENDPTHIGH16    4.7749e-03 +/-  9.81e-01
      elHLTENDPTHIGH17    1.1025e-03 +/-  9.89e-01
      elHLTENDPTHIGH18   -6.7663e-03 +/-  9.92e-01
       elHLTENDPTLOW16    1.5772e-03 +/-  9.91e-01
       elHLTENDPTLOW17   -6.7913e-04 +/-  9.94e-01
       elHLTENDPTLOW18   -3.8373e-03 +/-  9.93e-01
         elIDBARPTHIGH   -1.5433e-02 +/-  6.28e-01
          elIDBARPTLOW   -4.1584e-04 +/-  9.94e-01
         elIDENDPTHIGH   -2.2486e-02 +/-  4.05e-01
          elIDENDPTLOW   -6.2135e-03 +/-  9.91e-01
       elRECOBARPTHIGH   -1.1024e-02 +/-  9.81e-01
        elRECOBARPTLOW   -1.1134e-04 +/-  9.94e-01
       elRECOENDPTHIGH   -9.9983e-03 +/-  9.74e-01
        elRECOENDPTLOW   -2.9983e-03 +/-  9.93e-01
         elScaleGain16    5.0524e-03 +/-  8.25e-01
         elScaleGain17   -5.4042e-02 +/-  8.01e-01
         elScaleGain18   -8.2219e-04 +/-  7.34e-01
         elScaleStat16    3.8887e-13 +/-  9.94e-01
         elScaleStat17    3.8887e-13 +/-  9.94e-01
         elScaleStat18    3.8887e-13 +/-  9.94e-01
           elScaleSyst   -2.8417e-03 +/-  1.04e+00
               elSmear    3.3187e-03 +/-  9.96e-01
         elfakesrw1b16    1.4055e-02 +/-  9.66e-01
         elfakesrw1b17   -1.4616e-02 +/-  9.77e-01
         elfakesrw1b18    3.5942e-03 +/-  9.79e-01
         elfakesrw2b16    1.8865e-02 +/-  9.82e-01
         elfakesrw2b17    4.9278e-03 +/-  9.53e-01
         elfakesrw2b18   -3.0526e-02 +/-  9.76e-01
         elfakesrw3b16   -5.1715e-02 +/-  9.75e-01
         elfakesrw3b17    4.0625e-02 +/-  9.76e-01
