
Attaching file multidimfitTest.root as _file0...
(TFile *) 0x3f99580

  RooFitResult: minimized FCN value: -0.0144052, estimated distance to minimum: 4.54561e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    2.0297e-02 +/-  5.33e-02
                    A4    1.5997e+00 +/-  6.72e-02
                 FAC16   -5.5717e-01 +/-  9.47e-01
               FAC1718    3.0832e-01 +/-  1.05e+00
        MCStatBin10y16    4.4365e-01 +/-  9.56e-01
        MCStatBin10y17   -1.4988e-01 +/-  9.73e-01
        MCStatBin10y18   -2.8079e-01 +/-  9.65e-01
        MCStatBin11y16   -9.4282e-03 +/-  9.62e-01
        MCStatBin11y17   -3.3671e-01 +/-  9.79e-01
        MCStatBin11y18    4.6900e-02 +/-  9.68e-01
        MCStatBin15y16    6.7620e-02 +/-  9.57e-01
        MCStatBin15y17   -1.6442e-01 +/-  9.71e-01
        MCStatBin15y18   -1.9790e-01 +/-  9.61e-01
        MCStatBin16y16   -7.0966e-01 +/-  9.57e-01
        MCStatBin16y17    4.2806e-01 +/-  9.66e-01
        MCStatBin16y18   -7.8233e-02 +/-  9.59e-01
        MCStatBin17y16    3.4662e-01 +/-  9.60e-01
        MCStatBin17y17    2.7569e-01 +/-  9.74e-01
        MCStatBin17y18    4.0310e-01 +/-  9.66e-01
         MCStatBin1y16    3.2301e-01 +/-  9.89e-01
         MCStatBin1y17    1.2140e-01 +/-  9.91e-01
         MCStatBin1y18    1.3033e-01 +/-  9.87e-01
        MCStatBin21y16   -4.1475e-02 +/-  9.96e-01
        MCStatBin21y17   -4.8407e-02 +/-  9.97e-01
        MCStatBin21y18    1.0070e-02 +/-  9.95e-01
        MCStatBin22y16   -1.2592e-01 +/-  9.92e-01
        MCStatBin22y17    2.7578e-02 +/-  9.95e-01
        MCStatBin22y18   -1.3744e-01 +/-  9.94e-01
        MCStatBin23y16    2.5738e-02 +/-  9.90e-01
        MCStatBin23y17    2.5268e-02 +/-  9.95e-01
        MCStatBin23y18    1.7853e-01 +/-  9.92e-01
        MCStatBin24y16    2.6640e-01 +/-  9.88e-01
        MCStatBin24y17    1.3344e-01 +/-  9.94e-01
        MCStatBin24y18   -1.0806e-01 +/-  9.94e-01
        MCStatBin29y16    1.6828e-01 +/-  9.89e-01
        MCStatBin29y17    6.6666e-02 +/-  9.95e-01
        MCStatBin29y18    1.7490e-01 +/-  9.92e-01
         MCStatBin2y16    2.4949e-01 +/-  9.66e-01
         MCStatBin2y17    5.3275e-01 +/-  9.76e-01
         MCStatBin2y18    1.7679e-01 +/-  9.68e-01
        MCStatBin30y16   -2.1740e-01 +/-  9.91e-01
        MCStatBin30y17   -2.4539e-02 +/-  9.95e-01
        MCStatBin30y18    1.5692e-01 +/-  9.90e-01
        MCStatBin31y16    9.4659e-02 +/-  9.89e-01
        MCStatBin31y17   -8.7788e-02 +/-  9.96e-01
        MCStatBin31y18   -9.7997e-02 +/-  9.94e-01
        MCStatBin35y16   -5.2694e-03 +/-  9.85e-01
        MCStatBin35y17   -5.9951e-02 +/-  9.91e-01
        MCStatBin35y18   -1.3163e-01 +/-  9.90e-01
        MCStatBin36y16    1.0553e-01 +/-  9.84e-01
        MCStatBin36y17    8.4514e-02 +/-  9.91e-01
        MCStatBin36y18   -3.8160e-01 +/-  9.92e-01
        MCStatBin37y16   -1.5129e-01 +/-  9.89e-01
        MCStatBin37y17    6.9205e-02 +/-  9.93e-01
        MCStatBin37y18    1.9587e-01 +/-  9.89e-01
         MCStatBin3y16   -1.3321e-01 +/-  9.66e-01
         MCStatBin3y17    7.7991e-02 +/-  9.74e-01
         MCStatBin3y18    6.9726e-02 +/-  9.60e-01
        MCStatBin41y16    7.4090e-03 +/-  9.97e-01
        MCStatBin41y17    4.0389e-02 +/-  9.98e-01
        MCStatBin41y18   -1.8975e-02 +/-  9.98e-01
        MCStatBin42y16   -1.1816e-01 +/-  9.96e-01
        MCStatBin42y17    3.5003e-02 +/-  9.97e-01
        MCStatBin42y18    2.3589e-02 +/-  9.97e-01
        MCStatBin43y16    2.2377e-02 +/-  9.95e-01
        MCStatBin43y17   -4.6043e-02 +/-  9.98e-01
        MCStatBin43y18   -1.1395e-01 +/-  9.98e-01
        MCStatBin44y16   -9.0134e-02 +/-  9.97e-01
        MCStatBin44y17   -4.9871e-02 +/-  9.98e-01
        MCStatBin44y18   -9.0137e-02 +/-  9.98e-01
        MCStatBin49y16    8.7607e-02 +/-  9.93e-01
        MCStatBin49y17   -1.5237e-01 +/-  9.99e-01
        MCStatBin49y18   -1.6324e-04 +/-  9.96e-01
         MCStatBin4y16   -2.6362e-01 +/-  9.67e-01
         MCStatBin4y17    1.0097e-01 +/-  9.76e-01
         MCStatBin4y18   -7.3305e-02 +/-  9.70e-01
        MCStatBin50y16   -1.5859e-02 +/-  9.94e-01
        MCStatBin50y17   -1.1225e-01 +/-  9.99e-01
        MCStatBin50y18   -3.2446e-02 +/-  9.97e-01
        MCStatBin51y16   -1.3932e-01 +/-  9.98e-01
        MCStatBin51y17    7.8624e-02 +/-  9.97e-01
        MCStatBin51y18    3.6673e-02 +/-  9.97e-01
        MCStatBin55y16    3.0316e-02 +/-  9.92e-01
        MCStatBin55y17    1.7195e-02 +/-  9.96e-01
        MCStatBin55y18   -1.4307e-01 +/-  9.97e-01
        MCStatBin56y16   -1.5045e-01 +/-  9.96e-01
        MCStatBin56y17   -1.2832e-01 +/-  9.97e-01
        MCStatBin56y18   -1.3866e-01 +/-  9.97e-01
        MCStatBin57y16    2.2138e-02 +/-  9.95e-01
        MCStatBin57y17    2.3079e-02 +/-  9.97e-01
        MCStatBin57y18   -8.2584e-02 +/-  9.98e-01
         MCStatBin9y16   -9.6875e-02 +/-  9.73e-01
         MCStatBin9y17   -2.0289e-01 +/-  9.82e-01
         MCStatBin9y18    6.7582e-03 +/-  9.72e-01
                    Pu   -8.1989e-01 +/-  8.69e-01
               REFAC16   -8.1228e-01 +/-  7.35e-01
             REFAC1718    6.6413e-01 +/-  9.15e-01
              RENORM16   -4.3574e-01 +/-  8.07e-01
            RENORM1718    2.5047e-01 +/-  1.07e+00
              alphaS16    3.7280e-02 +/-  1.02e+00
            alphaS1718    0.0000e+00 +/-  1.00e+00
               db_xsec    1.6670e-01 +/-  1.00e+00
               dy_xsec    4.8531e-01 +/-  8.08e-01
         emucostrw1b16    1.6963e+00 +/-  6.74e-01
       emucostrw1b1718    9.4686e-01 +/-  6.46e-01
         emucostrw2b16    1.2875e-01 +/-  9.63e-01
       emucostrw2b1718    3.0935e-01 +/-  9.79e-01
         emucostrw3b16   -1.0073e-01 +/-  9.88e-01
       emucostrw3b1718    1.9360e-02 +/-  9.88e-01
         emucostrw4b16   -6.6753e-02 +/-  9.93e-01
       emucostrw4b1718    9.4668e-02 +/-  9.94e-01
              gam_xsec    9.6308e-02 +/-  1.00e+00
                lumi16    1.2503e-01 +/-  9.32e-01
                lumi17    7.1473e-01 +/-  8.32e-01
                lumi18    1.9418e-01 +/-  8.98e-01
                lumiBC    1.3323e-01 +/-  9.98e-01
                lumiDB    1.6473e-01 +/-  9.92e-01
                lumiGS    5.8467e-02 +/-  9.98e-01
                lumiLS    1.3323e-01 +/-  9.98e-01
                lumiXY    6.3355e-01 +/-  8.88e-01
             muFakes16    5.2221e-02 +/-  1.01e+00
             muFakes17   -9.7165e-02 +/-  9.62e-01
             muFakes18   -1.3203e-02 +/-  9.95e-01
            muHLTBAR16   -4.4068e-02 +/-  1.00e+00
            muHLTBAR17    4.0410e-02 +/-  9.95e-01
            muHLTBAR18   -2.2865e-02 +/-  9.96e-01
            muHLTEND16   -1.0062e-01 +/-  9.90e-01
            muHLTEND17    5.2843e-02 +/-  9.82e-01
            muHLTEND18   -2.4278e-03 +/-  9.87e-01
             muIDBAR16    8.9749e-03 +/-  9.48e-01
             muIDBAR17    5.2440e-01 +/-  9.38e-01
             muIDBAR18    1.1580e-01 +/-  9.88e-01
             muIDEND16    3.5773e-02 +/-  9.24e-01
             muIDEND17    1.3095e-02 +/-  9.78e-01
             muIDEND18    2.3314e-02 +/-  9.96e-01
               muIDSYS    7.2713e-02 +/-  9.14e-01
            muISOBAR16   -1.0138e-03 +/-  9.97e-01
            muISOBAR17    7.0347e-02 +/-  9.98e-01
            muISOBAR18    1.9259e-02 +/-  9.99e-01
            muISOEND16    1.3542e-02 +/-  9.96e-01
            muISOEND17   -5.6532e-03 +/-  9.99e-01
            muISOEND18    2.3329e-02 +/-  9.99e-01
              muISOSYS    3.1198e-02 +/-  9.95e-01
              muPref16   -2.0885e-02 +/-  9.98e-01
            muPref1718   -5.1331e-02 +/-  9.99e-01
                muRC16   -2.6406e-01 +/-  6.54e-01
                muRC17    1.4989e-01 +/-  8.35e-01
                muRC18   -2.3462e-01 +/-  6.80e-01
         mufakesrw1b16    5.6051e-02 +/-  9.80e-01
         mufakesrw1b17   -9.8072e-02 +/-  1.01e+00
         mufakesrw1b18    3.8049e-02 +/-  9.93e-01
         mufakesrw2b16    7.9021e-04 +/-  1.00e+00
         mufakesrw2b17   -6.9224e-03 +/-  9.99e-01
         mufakesrw2b18   -5.1839e-02 +/-  1.00e+00
         mufakesrw3b16   -2.6121e-02 +/-  1.00e+00
         mufakesrw3b17    3.3046e-02 +/-  9.99e-01
         mufakesrw3b18   -4.0210e-02 +/-  1.00e+00
         mufakesrw4b16    0.0000e+00 +/-  1.00e+00
         mufakesrw4b17    3.2319e-02 +/-  9.99e-01
         mufakesrw4b18    1.9754e-02 +/-  9.99e-01
               nlo_sys    1.9238e-02 +/-  1.00e+00
                  pdf1    6.6823e-02 +/-  1.00e+00
                 pdf10    1.8978e-02 +/-  1.00e+00
                 pdf11   -8.5010e-02 +/-  1.01e+00
                 pdf12   -1.0613e-01 +/-  1.02e+00
                 pdf13    8.1178e-02 +/-  9.95e-01
                 pdf14   -8.3603e-02 +/-  9.98e-01
                 pdf15   -1.4715e-01 +/-  1.04e+00
                 pdf16   -5.0810e-02 +/-  1.02e+00
                 pdf17   -5.6603e-02 +/-  1.02e+00
