
Attaching file multidimfit.root as _file0...
(TFile *) 0x2f196f0

  RooFitResult: minimized FCN value: -151.584, estimated distance to minimum: 3.49859e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    1.2800e-01 +/-  5.49e-02
                   Afb    5.9802e-01 +/-  2.35e-02
               BTAGCOR   -3.5959e-01 +/-  7.04e-01
           BTAGLIGHT16   -4.1032e-02 +/-  1.06e+00
           BTAGLIGHT17   -1.2112e-01 +/-  1.04e+00
           BTAGLIGHT18   -3.4615e-01 +/-  7.02e-01
           BTAGUNCOR16   -2.7358e-03 +/-  9.84e-01
           BTAGUNCOR17   -1.2255e-02 +/-  1.00e+00
           BTAGUNCOR18   -3.0406e-01 +/-  7.96e-01
                 FAC16    2.9760e-01 +/-  9.37e-01
               FAC1718   -7.8469e-01 +/-  8.77e-01
              METHEM18    1.2240e-01 +/-  1.97e+00
              METJEC16   -2.5240e-02 +/-  9.31e-01
              METJEC17   -1.2400e-01 +/-  9.21e-01
              METJEC18   -8.6125e-02 +/-  9.15e-01
                    Pu   -8.7839e-02 +/-  9.09e-01
               REFAC16   -7.2295e-01 +/-  8.12e-01
             REFAC1718   -4.4718e-01 +/-  8.07e-01
              RENORM16   -8.5915e-01 +/-  9.02e-01
            RENORM1718    4.1774e-01 +/-  8.74e-01
              alphaS16   -1.3307e-01 +/-  9.07e-01
            alphaS1718   -2.2161e-11 +/-  9.94e-01
               db_xsec    1.5458e-01 +/-  9.94e-01
               dy_xsec    2.6168e+00 +/-  8.35e-01
             elFakes16   -2.0870e-02 +/-  9.87e-01
             elFakes17   -5.3151e-03 +/-  9.68e-01
             elFakes18    1.2134e-01 +/-  1.01e+00
         emucostrw1b16   -1.2936e-01 +/-  7.95e-01
       emucostrw1b1718    2.0844e-02 +/-  7.55e-01
         emucostrw2b16    2.1925e-01 +/-  9.81e-01
       emucostrw2b1718    2.7030e-01 +/-  9.85e-01
         emucostrw3b16    6.1769e-02 +/-  9.91e-01
       emucostrw3b1718    7.4542e-02 +/-  9.90e-01
         emucostrw4b16    2.2538e-02 +/-  9.93e-01
       emucostrw4b1718    3.3220e-02 +/-  9.93e-01
              gam_xsec    1.3525e-01 +/-  9.96e-01
                lumi16    8.9043e-01 +/-  9.22e-01
                lumi17    7.2696e-01 +/-  8.66e-01
                lumi18    4.1503e-01 +/-  9.31e-01
                lumiBC    1.6566e-01 +/-  9.93e-01
                lumiDB    3.0989e-01 +/-  9.88e-01
                lumiGS    2.0004e-01 +/-  9.92e-01
                lumiLS    1.6566e-01 +/-  9.93e-01
                lumiXY    1.2475e+00 +/-  9.23e-01
            muHLTBAR16    5.5955e-02 +/-  9.87e-01
            muHLTBAR17    4.1220e-02 +/-  9.90e-01
            muHLTBAR18    3.9521e-03 +/-  9.93e-01
            muHLTEND16    1.0494e-01 +/-  9.70e-01
            muHLTEND17    1.0829e-02 +/-  9.91e-01
            muHLTEND18   -5.0430e-02 +/-  1.00e+00
             muIDBAR16    7.1814e-01 +/-  9.29e-01
             muIDBAR17    4.5973e-01 +/-  9.45e-01
             muIDBAR18    1.0460e-01 +/-  9.85e-01
             muIDEND16    3.7463e-01 +/-  9.30e-01
             muIDEND17    7.5654e-02 +/-  9.75e-01
             muIDEND18    1.4588e-02 +/-  9.92e-01
               muIDSYS    4.6527e-01 +/-  9.22e-01
            muISOBAR16    1.8076e-01 +/-  9.90e-01
            muISOBAR17    7.4597e-02 +/-  9.93e-01
            muISOBAR18    4.7652e-02 +/-  9.94e-01
            muISOEND16    7.6847e-02 +/-  9.91e-01
            muISOEND17   -1.5162e-02 +/-  9.94e-01
            muISOEND18   -1.5902e-02 +/-  9.94e-01
              muISOSYS    4.5800e-02 +/-  9.90e-01
                muRC16    4.5186e-02 +/-  5.86e-01
                muRC17    9.1833e-02 +/-  4.45e-01
                muRC18   -2.8236e-03 +/-  6.05e-01
         mufakesrw1b16   -9.4822e-02 +/-  9.85e-01
         mufakesrw1b17   -2.5544e-02 +/-  9.92e-01
         mufakesrw1b18    2.4107e-02 +/-  9.79e-01
         mufakesrw2b16    1.8435e-03 +/-  9.94e-01
         mufakesrw2b17    5.0469e-02 +/-  9.90e-01
         mufakesrw2b18    1.2045e-01 +/-  9.74e-01
         mufakesrw3b16    1.9588e-02 +/-  9.92e-01
         mufakesrw3b17   -1.5045e-02 +/-  9.92e-01
         mufakesrw3b18    1.0524e-02 +/-  9.84e-01
         mufakesrw4b16   -2.2145e-11 +/-  9.94e-01
         mufakesrw4b17    1.8714e-02 +/-  9.91e-01
         mufakesrw4b18    4.6801e-03 +/-  9.84e-01
                  pdf1   -1.1116e-04 +/-  9.92e-01
                 pdf10   -1.2512e-01 +/-  9.93e-01
                 pdf11    1.7149e-01 +/-  9.91e-01
                 pdf12    1.9945e-01 +/-  9.91e-01
                 pdf13   -2.1098e-01 +/-  9.92e-01
                 pdf14    2.2973e-01 +/-  9.90e-01
                 pdf15    2.4932e-01 +/-  9.95e-01
                 pdf16    2.8743e-02 +/-  9.90e-01
                 pdf17   -1.3260e-01 +/-  9.87e-01
                 pdf18   -3.4958e-01 +/-  9.91e-01
                 pdf19    3.3194e-02 +/-  9.91e-01
                  pdf2   -1.1913e-01 +/-  9.91e-01
                 pdf20    1.4675e-02 +/-  1.00e+00
                 pdf21   -4.8486e-02 +/-  9.89e-01
                 pdf22    1.6572e-01 +/-  9.91e-01
                 pdf23   -1.9522e-01 +/-  9.91e-01
                 pdf24   -7.0013e-02 +/-  9.92e-01
                 pdf25   -1.4426e-01 +/-  9.92e-01
                 pdf26   -1.4137e-01 +/-  9.91e-01
                 pdf27    5.9555e-02 +/-  9.93e-01
                 pdf28   -1.2053e-01 +/-  9.85e-01
                 pdf29    1.3225e-01 +/-  9.89e-01
                  pdf3   -2.6101e-02 +/-  9.88e-01
                 pdf30   -4.4633e-01 +/-  9.90e-01
                 pdf31    3.3932e-01 +/-  9.99e-01
                 pdf32    1.2083e-01 +/-  9.94e-01
                 pdf33    6.0859e-02 +/-  1.00e+00
                 pdf34   -2.1859e-01 +/-  9.91e-01
                 pdf35    1.7701e-01 +/-  9.90e-01
                 pdf36    9.7876e-02 +/-  9.93e-01
                 pdf37   -7.7338e-03 +/-  9.93e-01
                 pdf38   -1.0880e-02 +/-  9.92e-01
                 pdf39   -1.4653e-01 +/-  9.91e-01
                  pdf4   -1.6070e-01 +/-  9.93e-01
                 pdf40    2.2091e-01 +/-  9.89e-01
                 pdf41    1.9626e-01 +/-  9.89e-01
                 pdf42   -3.2628e-01 +/-  9.90e-01
                 pdf43   -3.5778e-01 +/-  9.86e-01
                 pdf44   -1.2737e-03 +/-  9.87e-01
                 pdf45   -1.4196e-01 +/-  9.92e-01
                 pdf46   -2.3109e-01 +/-  9.91e-01
                 pdf47    2.4909e-01 +/-  9.88e-01
                 pdf48    1.7270e-01 +/-  9.85e-01
                 pdf49    2.0545e-01 +/-  9.92e-01
                  pdf5    2.8003e-01 +/-  9.91e-01
                 pdf50    3.1910e-01 +/-  9.91e-01
                 pdf51   -5.6271e-02 +/-  9.82e-01
                 pdf52    7.1361e-02 +/-  9.91e-01
                 pdf53    1.4147e-01 +/-  9.86e-01
                 pdf54    5.0060e-03 +/-  9.92e-01
                 pdf55    1.0689e-01 +/-  9.94e-01
                 pdf56    2.5552e-01 +/-  9.91e-01
                 pdf57   -3.2774e-01 +/-  9.90e-01
                 pdf58   -1.4308e-01 +/-  9.82e-01
                 pdf59   -1.2104e-03 +/-  9.91e-01
                  pdf6   -2.4113e-01 +/-  9.93e-01
                 pdf60   -2.4699e-01 +/-  9.88e-01
                  pdf7   -1.0348e-01 +/-  9.90e-01
                  pdf8   -1.9136e-01 +/-  9.92e-01
                  pdf9   -3.2470e-02 +/-  9.94e-01
             prefire16   -2.2145e-11 +/-  9.94e-01
             prefire17   -2.2145e-11 +/-  9.94e-01
      prop_binY16_bin0    1.0959e-01 +/-  9.32e-01
      prop_binY16_bin1    2.7410e-01 +/-  9.42e-01
     prop_binY16_bin10    7.8951e-02 +/-  9.45e-01
     prop_binY16_bin11    4.2280e-02 +/-  9.42e-01
     prop_binY16_bin12    7.9047e-02 +/-  9.45e-01
     prop_binY16_bin13    1.6535e-01 +/-  9.36e-01
     prop_binY16_bin14    1.2073e-01 +/-  9.35e-01
     prop_binY16_bin15    1.3727e-02 +/-  9.51e-01
     prop_binY16_bin16   -1.7376e-01 +/-  9.59e-01
     prop_binY16_bin17    1.7632e-01 +/-  9.54e-01
     prop_binY16_bin18    2.2165e-01 +/-  9.48e-01
     prop_binY16_bin19    2.4625e-01 +/-  9.40e-01
      prop_binY16_bin2    2.4862e-01 +/-  9.41e-01
     prop_binY16_bin20    2.6242e-02 +/-  9.37e-01
     prop_binY16_bin21    5.5329e-02 +/-  9.65e-01
     prop_binY16_bin22   -8.2810e-03 +/-  9.83e-01
     prop_binY16_bin23   -1.2470e-02 +/-  9.85e-01
     prop_binY16_bin24   -1.1198e-02 +/-  9.85e-01
     prop_binY16_bin25   -1.2198e-02 +/-  9.84e-01
