
Attaching file multidimfitTest.root as _file0...
(TFile *) 0x215e9e0

  RooFitResult: minimized FCN value: -0.256815, estimated distance to minimum: 3.3932e-08
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    3.8051e-02 +/-  5.39e-02
                    A4    1.6095e+00 +/-  8.47e-02
                 FAC16    8.2520e-02 +/-  9.17e-01
               FAC1718   -1.7651e-02 +/-  9.17e-01
                    Pu    5.6154e-02 +/-  9.22e-01
               REFAC16    9.0957e-02 +/-  7.80e-01
             REFAC1718   -2.3534e-02 +/-  8.43e-01
              RENORM16    1.5294e-02 +/-  8.51e-01
            RENORM1718   -9.5695e-03 +/-  9.59e-01
              alphaS16    2.5177e-04 +/-  1.01e+00
            alphaS1718   -3.2897e-11 +/-  9.94e-01
               db_xsec    8.3048e-04 +/-  9.89e-01
               dy_xsec    2.7022e-02 +/-  8.36e-01
         emucostrw1b16   -4.3923e-02 +/-  6.89e-01
       emucostrw1b1718   -1.6776e-02 +/-  6.50e-01
         emucostrw2b16   -1.2252e-02 +/-  9.66e-01
       emucostrw2b1718   -2.2200e-03 +/-  9.76e-01
         emucostrw3b16   -6.1335e-03 +/-  9.85e-01
       emucostrw3b1718    1.2051e-02 +/-  9.85e-01
         emucostrw4b16   -1.1334e-02 +/-  9.89e-01
       emucostrw4b1718    1.6311e-02 +/-  9.89e-01
              gam_xsec    6.2585e-03 +/-  9.94e-01
                lumi16    1.1663e-02 +/-  9.26e-01
                lumi17   -2.6686e-02 +/-  8.38e-01
                lumi18    2.0106e-02 +/-  9.02e-01
                lumiBC   -1.3408e-03 +/-  9.93e-01
                lumiDB   -3.2385e-03 +/-  9.87e-01
                lumiGS    7.9347e-04 +/-  9.92e-01
                lumiLS   -1.3408e-03 +/-  9.93e-01
                lumiXY    1.9469e-02 +/-  8.99e-01
             muFakes16   -4.4108e-03 +/-  9.93e-01
             muFakes17   -7.3237e-04 +/-  9.55e-01
             muFakes18    1.3992e-02 +/-  9.91e-01
