
Attaching file multidimfit.ee_d_vec_-1.root as _file0...
(TFile *) 0x1a04390

  RooFitResult: minimized FCN value: -8.06452e-08, estimated distance to minimum: 1.08697e-07
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    7.6559e-02 +/-  6.53e-02
                    A4    1.6412e+00 +/-  7.55e-02
                 FAC16   -4.7481e-02 +/-  9.69e-01
               FAC1718    5.5437e-01 +/-  9.59e-01
        MCStatBin10y16   -8.9564e-01 +/-  9.56e-01
        MCStatBin10y17    7.4841e-02 +/-  9.69e-01
        MCStatBin10y18    4.9960e-01 +/-  9.56e-01
        MCStatBin11y16   -1.8812e-01 +/-  9.55e-01
        MCStatBin11y17   -3.3839e-01 +/-  9.77e-01
        MCStatBin11y18    1.2237e-02 +/-  9.65e-01
        MCStatBin15y16    1.0835e-01 +/-  9.57e-01
        MCStatBin15y17    1.5276e-01 +/-  9.78e-01
        MCStatBin15y18   -2.8504e-02 +/-  9.62e-01
        MCStatBin16y16    3.1196e-01 +/-  9.53e-01
        MCStatBin16y17   -6.9343e-02 +/-  9.69e-01
        MCStatBin16y18   -2.5454e-01 +/-  9.57e-01
        MCStatBin17y16    1.5503e-01 +/-  9.56e-01
        MCStatBin17y17    1.0265e-01 +/-  9.76e-01
        MCStatBin17y18   -2.4375e-02 +/-  9.66e-01
         MCStatBin1y16    3.4964e-02 +/-  9.89e-01
         MCStatBin1y17    3.1054e-02 +/-  9.94e-01
         MCStatBin1y18    3.2041e-03 +/-  9.96e-01
        MCStatBin21y16    1.6482e-02 +/-  9.97e-01
        MCStatBin21y17    2.6953e-02 +/-  9.97e-01
        MCStatBin21y18    7.3782e-02 +/-  1.00e+00
        MCStatBin22y16   -6.1003e-02 +/-  9.89e-01
        MCStatBin22y17   -1.1232e-02 +/-  9.94e-01
        MCStatBin22y18    1.4956e-02 +/-  9.92e-01
        MCStatBin23y16    2.7551e-01 +/-  9.85e-01
        MCStatBin23y17   -2.2855e-02 +/-  9.93e-01
        MCStatBin23y18    1.4842e-02 +/-  9.92e-01
        MCStatBin24y16   -1.6072e-02 +/-  9.89e-01
