
Attaching file multidimfitTest.root as _file0...
(TFile *) 0x375b680

  RooFitResult: minimized FCN value: -0.181421, estimated distance to minimum: 2.38679e-08
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    3.6965e-02 +/-  7.00e-02
                    A4    1.6209e+00 +/-  1.04e-01
                 FAC16   -4.6953e-02 +/-  9.27e-01
               FAC1718    1.5890e-02 +/-  9.25e-01
                    Pu   -1.4998e-02 +/-  9.65e-01
               REFAC16   -4.7373e-02 +/-  7.97e-01
             REFAC1718    6.2954e-03 +/-  8.79e-01
              RENORM16   -1.7824e-02 +/-  9.69e-01
            RENORM1718   -3.2891e-02 +/-  9.99e-01
              alphaS16    1.7677e-02 +/-  9.84e-01
            alphaS1718    1.5066e-11 +/-  9.94e-01
               db_xsec   -1.8050e-02 +/-  9.91e-01
               dy_xsec   -4.3678e-03 +/-  9.23e-01
             elFakes16    2.0300e-02 +/-  7.87e-01
             elFakes17    2.6789e-03 +/-  8.58e-01
             elFakes18    1.7020e-02 +/-  7.03e-01
      elHLTBARPTHIGH16   -9.1909e-03 +/-  1.01e+00
      elHLTBARPTHIGH17   -4.5663e-03 +/-  9.86e-01
      elHLTBARPTHIGH18    1.3077e-02 +/-  9.75e-01
       elHLTBARPTLOW16   -3.0710e-03 +/-  9.93e-01
       elHLTBARPTLOW17   -2.2983e-03 +/-  9.92e-01
       elHLTBARPTLOW18    6.4005e-03 +/-  9.93e-01
      elHLTENDPTHIGH16   -2.8773e-03 +/-  9.83e-01
      elHLTENDPTHIGH17    5.7000e-03 +/-  9.86e-01
      elHLTENDPTHIGH18   -1.0119e-02 +/-  9.91e-01
       elHLTENDPTLOW16   -7.7800e-04 +/-  9.90e-01
       elHLTENDPTLOW17    2.3587e-03 +/-  9.93e-01
       elHLTENDPTLOW18   -5.5142e-03 +/-  9.93e-01
         elIDBARPTHIGH    2.8861e-02 +/-  5.58e-01
          elIDBARPTLOW   -1.2167e-03 +/-  9.94e-01
         elIDENDPTHIGH   -2.0972e-02 +/-  3.85e-01
          elIDENDPTLOW   -7.0347e-03 +/-  9.89e-01
       elRECOBARPTHIGH   -4.0762e-04 +/-  9.81e-01
        elRECOBARPTLOW   -2.6042e-04 +/-  9.94e-01
       elRECOENDPTHIGH   -2.1846e-02 +/-  9.73e-01
        elRECOENDPTLOW   -4.1537e-03 +/-  9.93e-01
         elScaleGain16    1.0283e-02 +/-  8.38e-01
         elScaleGain17   -6.3611e-02 +/-  8.38e-01
         elScaleGain18   -1.7703e-02 +/-  7.66e-01
         elScaleStat16    1.5066e-11 +/-  9.94e-01
         elScaleStat17    1.5066e-11 +/-  9.94e-01
         elScaleStat18    1.5066e-11 +/-  9.94e-01
           elScaleSyst    2.5344e-02 +/-  9.27e-01
               elSmear    3.6255e-04 +/-  9.87e-01
         elfakesrw1b16    7.0486e-02 +/-  8.49e-01
         elfakesrw1b17   -2.7922e-02 +/-  8.91e-01
         elfakesrw1b18    8.9375e-03 +/-  8.94e-01
         elfakesrw2b16    1.2548e-02 +/-  9.87e-01
         elfakesrw2b17   -9.7189e-03 +/-  9.85e-01
         elfakesrw2b18   -4.1616e-03 +/-  9.90e-01
         elfakesrw3b16   -1.0231e-01 +/-  9.51e-01
         elfakesrw3b17    3.0517e-02 +/-  9.82e-01
         elfakesrw3b18   -3.3478e-03 +/-  9.93e-01
         elfakesrw4b16   -1.3084e-02 +/-  9.82e-01
         elfakesrw4b17    1.8975e-02 +/-  9.76e-01
         elfakesrw4b18    1.6164e-02 +/-  9.81e-01
         emucostrw1b16    1.0052e-02 +/-  8.96e-01
       emucostrw1b1718   -5.3358e-02 +/-  8.66e-01
