
Attaching file multidimfit.root as _file0...
(TFile *) 0x25b3830

  RooFitResult: minimized FCN value: -0.621451, estimated distance to minimum: 8.20224e-05
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0    3.5093e-02 +/-  7.31e-02
                    A4    1.6235e+00 +/-  8.13e-02
                 FAC16   -4.5104e-02 +/-  9.27e-01
               FAC1718    1.0618e-02 +/-  9.44e-01
                    Pu    1.5604e-02 +/-  9.57e-01
               REFAC16   -4.2809e-02 +/-  7.97e-01
             REFAC1718   -3.7036e-03 +/-  8.96e-01
              RENORM16   -1.6128e-02 +/-  9.82e-01
            RENORM1718   -3.3892e-02 +/-  1.00e+00
              alphaS16    2.2898e-02 +/-  9.88e-01
            alphaS1718    0.0000e+00 +/-  9.94e-01
               db_xsec   -1.9648e-02 +/-  9.92e-01
               dy_xsec   -4.1480e-02 +/-  9.28e-01
             elFakes16    1.9517e-02 +/-  7.72e-01
             elFakes17    1.4175e-02 +/-  6.97e-01
             elFakes18    1.8720e-02 +/-  5.06e-01
      elHLTBARPTHIGH16   -1.0294e-02 +/-  1.02e+00
      elHLTBARPTHIGH17   -2.3421e-03 +/-  9.85e-01
      elHLTBARPTHIGH18    7.1161e-03 +/-  9.82e-01
       elHLTBARPTLOW16   -5.9833e-03 +/-  9.93e-01
       elHLTBARPTLOW17   -1.3295e-03 +/-  9.92e-01
       elHLTBARPTLOW18    3.3124e-03 +/-  9.93e-01
      elHLTENDPTHIGH16    2.3331e-03 +/-  9.82e-01
      elHLTENDPTHIGH17    2.0618e-03 +/-  9.87e-01
      elHLTENDPTHIGH18   -8.6381e-03 +/-  9.89e-01
       elHLTENDPTLOW16    1.8268e-04 +/-  9.91e-01
       elHLTENDPTLOW17   -2.3492e-04 +/-  9.94e-01
       elHLTENDPTLOW18   -5.0371e-03 +/-  9.93e-01
         elIDBARPTHIGH   -3.5801e-02 +/-  5.57e-01
          elIDBARPTLOW   -1.6090e-03 +/-  9.94e-01
         elIDENDPTHIGH   -2.8402e-03 +/-  3.86e-01
          elIDENDPTLOW   -6.4655e-03 +/-  9.90e-01
       elRECOBARPTHIGH   -1.5765e-02 +/-  9.82e-01
        elRECOBARPTLOW   -6.1865e-04 +/-  9.95e-01
       elRECOENDPTHIGH   -2.0936e-02 +/-  9.72e-01
        elRECOENDPTLOW   -2.7282e-03 +/-  9.93e-01
         elScaleGain16   -1.4521e-02 +/-  9.02e-01
         elScaleGain17   -4.2415e-02 +/-  8.46e-01
         elScaleGain18   -1.4981e-02 +/-  7.96e-01
         elScaleStat16    0.0000e+00 +/-  9.94e-01
         elScaleStat17    0.0000e+00 +/-  9.94e-01
         elScaleStat18    0.0000e+00 +/-  9.94e-01
           elScaleSyst   -2.3246e-03 +/-  9.49e-01
               elSmear    4.8313e-03 +/-  9.94e-01
         elfakesrw1b16    7.5892e-03 +/-  9.71e-01
         elfakesrw1b17   -1.6775e-02 +/-  9.79e-01
         elfakesrw1b18    4.1982e-03 +/-  9.78e-01
         elfakesrw2b16    4.3777e-02 +/-  9.86e-01
         elfakesrw2b17    2.2350e-02 +/-  9.60e-01
         elfakesrw2b18   -1.5932e-02 +/-  9.70e-01
         elfakesrw3b16   -5.6543e-02 +/-  9.76e-01
         elfakesrw3b17    3.6243e-02 +/-  9.76e-01
         elfakesrw3b18   -2.7125e-03 +/-  9.90e-01
         elfakesrw4b16   -2.0945e-02 +/-  9.80e-01
         elfakesrw4b17    2.7451e-02 +/-  9.57e-01
         elfakesrw4b18    3.0971e-02 +/-  9.41e-01
         emucostrw1b16   -3.8220e-03 +/-  8.47e-01
       emucostrw1b1718   -7.0100e-02 +/-  8.80e-01
         emucostrw2b16    1.4868e-02 +/-  9.79e-01
       emucostrw2b1718   -1.6683e-02 +/-  9.82e-01
         emucostrw3b16   -2.3869e-02 +/-  9.88e-01
       emucostrw3b1718    1.7210e-02 +/-  9.88e-01
         emucostrw4b16   -3.9665e-03 +/-  9.92e-01
       emucostrw4b1718    6.1958e-03 +/-  9.91e-01
              gam_xsec   -7.8618e-04 +/-  9.94e-01
                lumi16   -4.5450e-02 +/-  9.44e-01
                lumi17   -6.0955e-03 +/-  9.20e-01
                lumi18    2.0654e-04 +/-  9.33e-01
                lumiBC   -1.0692e-03 +/-  9.94e-01
                lumiDB   -1.0047e-02 +/-  9.91e-01
                lumiGS   -8.9547e-03 +/-  9.93e-01
                lumiLS   -1.0692e-03 +/-  9.94e-01
                lumiXY   -2.1671e-02 +/-  9.35e-01
               nlo_sys    1.4242e-03 +/-  9.94e-01
                  pdf1    6.2185e-04 +/-  9.94e-01
                 pdf10   -1.1794e-03 +/-  9.94e-01
                 pdf11    4.8831e-04 +/-  9.95e-01
                 pdf12   -2.7071e-03 +/-  9.95e-01
                 pdf13    4.4031e-03 +/-  9.94e-01
                 pdf14    3.1257e-03 +/-  9.93e-01
                 pdf15    1.5477e-04 +/-  9.97e-01
                 pdf16   -1.5719e-04 +/-  9.95e-01
                 pdf17   -9.4718e-05 +/-  9.95e-01
                 pdf18   -7.4606e-03 +/-  9.96e-01
                 pdf19    2.7133e-03 +/-  9.94e-01
                  pdf2   -1.2419e-03 +/-  9.94e-01
                 pdf20   -5.0130e-04 +/-  9.97e-01
                 pdf21    1.6253e-03 +/-  9.94e-01
                 pdf22   -1.0714e-03 +/-  9.97e-01
                 pdf23    2.5108e-03 +/-  9.95e-01
                 pdf24   -3.0012e-03 +/-  9.94e-01
                 pdf25   -6.1434e-04 +/-  9.95e-01
                 pdf26    3.0499e-03 +/-  9.94e-01
                 pdf27   -4.4742e-03 +/-  9.94e-01
                 pdf28   -6.8768e-03 +/-  9.94e-01
                 pdf29    3.3389e-03 +/-  9.96e-01
                  pdf3   -8.8791e-04 +/-  9.95e-01
                 pdf30    2.9960e-03 +/-  9.94e-01
                 pdf31    2.7340e-03 +/-  9.95e-01
                 pdf32   -3.6585e-03 +/-  9.94e-01
                 pdf33   -5.5322e-03 +/-  9.97e-01
                 pdf34    1.7222e-03 +/-  9.94e-01
                 pdf35    6.1087e-04 +/-  9.95e-01
                 pdf36    2.9791e-03 +/-  9.94e-01
                 pdf37   -6.6393e-05 +/-  9.95e-01
                 pdf38    8.5745e-04 +/-  9.95e-01
                 pdf39   -1.1195e-03 +/-  9.94e-01
                  pdf4   -3.5082e-03 +/-  9.95e-01
                 pdf40    3.3843e-03 +/-  9.95e-01
                 pdf41    1.8703e-03 +/-  9.94e-01
                 pdf42   -1.0141e-03 +/-  9.95e-01
                 pdf43   -2.9106e-03 +/-  9.94e-01
                 pdf44    2.3103e-03 +/-  9.93e-01
                 pdf45   -2.6296e-03 +/-  9.95e-01
                 pdf46    1.3125e-03 +/-  9.94e-01
                 pdf47    4.5943e-03 +/-  9.95e-01
                 pdf48    3.7963e-03 +/-  9.95e-01
                 pdf49   -1.5488e-03 +/-  9.94e-01
                  pdf5    5.3466e-03 +/-  9.95e-01
                 pdf50    9.0302e-04 +/-  9.95e-01
                 pdf51   -5.9420e-03 +/-  9.97e-01
                 pdf52    6.6813e-03 +/-  9.95e-01
                 pdf53   -4.8594e-05 +/-  9.97e-01
                 pdf54   -2.4009e-04 +/-  9.94e-01
                 pdf55   -2.8763e-03 +/-  9.94e-01
                 pdf56    2.6615e-03 +/-  9.95e-01
                 pdf57   -1.0725e-03 +/-  9.94e-01
                 pdf58    1.3386e-03 +/-  9.96e-01
                 pdf59   -2.8702e-03 +/-  9.94e-01
