
Attaching file multidimfit.mumu_u_bonly_2016.root as _file0...
(TFile *) 0x2b9d700

  RooFitResult: minimized FCN value: -7.22905e-08, estimated distance to minimum: 5.52503e-08
                covariance matrix quality: Full, accurate covariance matrix
                Status : MINIMIZE=0 HESSE=0 

    Floating Parameter    FinalValue +/-  Error   
  --------------------  --------------------------
                    A0   -1.0882e-01 +/-  1.01e-01
                    A4    1.5241e+00 +/-  1.29e-01
                 FAC16   -3.5619e-01 +/-  1.05e+00
        MCStatBin10y16    4.5938e-01 +/-  9.56e-01
        MCStatBin11y16    3.1432e-02 +/-  9.64e-01
        MCStatBin15y16   -5.9180e-03 +/-  9.59e-01
        MCStatBin16y16   -6.6689e-01 +/-  9.59e-01
        MCStatBin17y16    5.2068e-01 +/-  9.69e-01
         MCStatBin1y16    3.8349e-01 +/-  9.88e-01
        MCStatBin21y16   -5.7199e-02 +/-  9.95e-01
        MCStatBin22y16   -1.5940e-01 +/-  1.00e+00
        MCStatBin23y16    1.4648e-02 +/-  9.98e-01
        MCStatBin24y16    2.8101e-01 +/-  1.00e+00
        MCStatBin29y16    1.2244e-01 +/-  9.89e-01
         MCStatBin2y16    2.1782e-01 +/-  9.65e-01
        MCStatBin30y16   -2.2816e-01 +/-  9.99e-01
        MCStatBin31y16    1.0566e-01 +/-  9.89e-01
        MCStatBin35y16   -6.4720e-02 +/-  9.85e-01
        MCStatBin36y16    9.3564e-02 +/-  9.84e-01
        MCStatBin37y16   -1.2122e-01 +/-  9.90e-01
         MCStatBin3y16   -6.9594e-02 +/-  9.66e-01
        MCStatBin41y16   -1.5811e-02 +/-  9.97e-01
        MCStatBin42y16   -1.4437e-01 +/-  1.01e+00
        MCStatBin43y16    1.0346e-02 +/-  1.01e+00
        MCStatBin44y16   -8.3779e-02 +/-  9.97e-01
        MCStatBin49y16    4.7887e-02 +/-  9.94e-01
         MCStatBin4y16   -1.7395e-01 +/-  9.70e-01
        MCStatBin50y16   -2.1658e-02 +/-  9.94e-01
        MCStatBin51y16   -1.3522e-01 +/-  1.01e+00
        MCStatBin55y16   -9.1637e-03 +/-  9.93e-01
        MCStatBin56y16   -1.5876e-01 +/-  1.00e+00
        MCStatBin57y16    2.3808e-02 +/-  9.96e-01
         MCStatBin9y16   -1.2356e-01 +/-  9.71e-01
                    Pu   -5.1449e-01 +/-  9.99e-01
               REFAC16   -5.1445e-01 +/-  8.14e-01
              RENORM16   -7.1358e-02 +/-  1.09e+00
              alphaS16   -3.2222e-02 +/-  1.03e+00
               db_xsec    4.7542e-02 +/-  1.00e+00
               dy_xsec    1.3496e-02 +/-  9.46e-01
         emucostrw1b16    1.5202e+00 +/-  7.59e-01
         emucostrw2b16    1.8157e-03 +/-  9.76e-01
         emucostrw3b16   -6.0940e-02 +/-  9.89e-01
         emucostrw4b16    5.5268e-03 +/-  9.96e-01
              gam_xsec    3.1589e-02 +/-  1.00e+00
                lumi16    3.0674e-01 +/-  9.43e-01
                lumiDB    5.6264e-02 +/-  9.99e-01
                lumiGS    5.6264e-02 +/-  9.99e-01
                lumiXY    1.2628e-01 +/-  9.91e-01
             muFakes16    4.7802e-02 +/-  1.01e+00
            muHLTBAR16   -2.8537e-02 +/-  1.00e+00
            muHLTEND16   -7.7799e-02 +/-  9.61e-01
             muIDBAR16    1.3163e-01 +/-  9.54e-01
             muIDEND16    7.0147e-02 +/-  9.31e-01
               muIDSYS    7.0147e-02 +/-  9.31e-01
            muISOBAR16    2.8979e-02 +/-  9.97e-01
            muISOEND16    2.7449e-02 +/-  9.97e-01
              muISOSYS    2.7449e-02 +/-  9.97e-01
              muPref16   -4.0961e-02 +/-  9.98e-01
                muRC16   -2.7954e-01 +/-  6.46e-01
         mufakesrw1b16    5.2331e-02 +/-  9.81e-01
         mufakesrw2b16    1.3495e-04 +/-  1.01e+00
         mufakesrw3b16   -2.4919e-02 +/-  1.00e+00
         mufakesrw4b16   -2.3553e-12 +/-  1.00e+00
               nlo_sys   -2.3553e-12 +/-  1.00e+00
